agent,config,technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
1,d3v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber,0.99,"Strong consensus from all agents with highest average confidence (0.99), essential primary component for freeze dryer.",Glass,0.65,"Used in vacuum viewports or observation windows, common but sometimes replaced by quartz or borosilicate glass (not listed).",700800,China,metric tons,0.0,63.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d3v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber,0.99,"Strong consensus from all agents with highest average confidence (0.99), essential primary component for freeze dryer.",Glass,0.65,"Used in vacuum viewports or observation windows, common but sometimes replaced by quartz or borosilicate glass (not listed).",700800,United States,metric tons,0.0,12.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d3v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber,0.99,"Strong consensus from all agents with highest average confidence (0.99), essential primary component for freeze dryer.",Glass,0.65,"Used in vacuum viewports or observation windows, common but sometimes replaced by quartz or borosilicate glass (not listed).",700800,Germany,metric tons,0.0,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d3v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber,0.99,"Strong consensus from all agents with highest average confidence (0.99), essential primary component for freeze dryer.",Glass,0.65,"Used in vacuum viewports or observation windows, common but sometimes replaced by quartz or borosilicate glass (not listed).",700800,India,metric tons,0.0,6.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d3v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber,0.99,"Strong consensus from all agents with highest average confidence (0.99), essential primary component for freeze dryer.",Glass,0.65,"Used in vacuum viewports or observation windows, common but sometimes replaced by quartz or borosilicate glass (not listed).",700800,Japan,metric tons,0.0,5.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
1,d3v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber,0.99,"Strong consensus from all agents with highest average confidence (0.99), essential primary component for freeze dryer.",PTFE,0.6,"Used for vacuum seals and coatings due to chemical inertness and vacuum compatibility, alternatives exist but it is common in vacuum systems.",390461,China,metric tons,0.0,55.0,0.9,LLM fallback cache (previously computed) - no USGS data available for PTFE
1,d3v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber,0.99,"Strong consensus from all agents with highest average confidence (0.99), essential primary component for freeze dryer.",PTFE,0.6,"Used for vacuum seals and coatings due to chemical inertness and vacuum compatibility, alternatives exist but it is common in vacuum systems.",390461,United States,metric tons,0.0,20.0,0.85,LLM fallback cache (previously computed) - no USGS data available for PTFE
1,d3v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber,0.99,"Strong consensus from all agents with highest average confidence (0.99), essential primary component for freeze dryer.",PTFE,0.6,"Used for vacuum seals and coatings due to chemical inertness and vacuum compatibility, alternatives exist but it is common in vacuum systems.",390461,Japan,metric tons,0.0,10.0,0.8,LLM fallback cache (previously computed) - no USGS data available for PTFE
1,d3v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber,0.99,"Strong consensus from all agents with highest average confidence (0.99), essential primary component for freeze dryer.",PTFE,0.6,"Used for vacuum seals and coatings due to chemical inertness and vacuum compatibility, alternatives exist but it is common in vacuum systems.",390461,Germany,metric tons,0.0,8.0,0.75,LLM fallback cache (previously computed) - no USGS data available for PTFE
1,d3v1v1,Freeze Dryer (Lyophilizer),Vacuum Chamber,0.99,"Strong consensus from all agents with highest average confidence (0.99), essential primary component for freeze dryer.",PTFE,0.6,"Used for vacuum seals and coatings due to chemical inertness and vacuum compatibility, alternatives exist but it is common in vacuum systems.",390461,South Korea,metric tons,0.0,7.0,0.7,LLM fallback cache (previously computed) - no USGS data available for PTFE
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",Copper,0.9,"Key material for heat exchanger tubes and wiring due to high thermal and electrical conductivity, standard in refrigeration components.",740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",Copper,0.9,"Key material for heat exchanger tubes and wiring due to high thermal and electrical conductivity, standard in refrigeration components.",740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",Copper,0.9,"Key material for heat exchanger tubes and wiring due to high thermal and electrical conductivity, standard in refrigeration components.",740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",Copper,0.9,"Key material for heat exchanger tubes and wiring due to high thermal and electrical conductivity, standard in refrigeration components.",740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",Copper,0.9,"Key material for heat exchanger tubes and wiring due to high thermal and electrical conductivity, standard in refrigeration components.",740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",Aluminum,0.85,"Used in condenser and evaporator fins and some compressor components for thermal conductivity and light weight, very common in refrigeration systems.",280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",Aluminum,0.85,"Used in condenser and evaporator fins and some compressor components for thermal conductivity and light weight, very common in refrigeration systems.",280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",Aluminum,0.85,"Used in condenser and evaporator fins and some compressor components for thermal conductivity and light weight, very common in refrigeration systems.",280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",Aluminum,0.85,"Used in condenser and evaporator fins and some compressor components for thermal conductivity and light weight, very common in refrigeration systems.",280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",Aluminum,0.85,"Used in condenser and evaporator fins and some compressor components for thermal conductivity and light weight, very common in refrigeration systems.",280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",Steel Ingots,0.75,"Base material for compressor structural components, widely used though other steels or alloys can substitute in some designs.",720610,China,metric tons,0.0,52.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",Steel Ingots,0.75,"Base material for compressor structural components, widely used though other steels or alloys can substitute in some designs.",720610,Japan,metric tons,0.0,6.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",Steel Ingots,0.75,"Base material for compressor structural components, widely used though other steels or alloys can substitute in some designs.",720610,India,metric tons,0.0,5.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",Steel Ingots,0.75,"Base material for compressor structural components, widely used though other steels or alloys can substitute in some designs.",720610,South Korea,metric tons,0.0,5.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",Steel Ingots,0.75,"Base material for compressor structural components, widely used though other steels or alloys can substitute in some designs.",720610,Germany,metric tons,0.0,4.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",PTFE,0.6,"Utilized for seals and gaskets within refrigeration compressors and assemblies due to chemical resistance, alternatives exist but common.",390461,China,metric tons,0.0,55.0,0.9,LLM fallback cache (previously computed) - no USGS data available for PTFE
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",PTFE,0.6,"Utilized for seals and gaskets within refrigeration compressors and assemblies due to chemical resistance, alternatives exist but common.",390461,United States,metric tons,0.0,20.0,0.85,LLM fallback cache (previously computed) - no USGS data available for PTFE
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",PTFE,0.6,"Utilized for seals and gaskets within refrigeration compressors and assemblies due to chemical resistance, alternatives exist but common.",390461,Japan,metric tons,0.0,10.0,0.8,LLM fallback cache (previously computed) - no USGS data available for PTFE
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",PTFE,0.6,"Utilized for seals and gaskets within refrigeration compressors and assemblies due to chemical resistance, alternatives exist but common.",390461,Germany,metric tons,0.0,8.0,0.75,LLM fallback cache (previously computed) - no USGS data available for PTFE
1,d3v1v1,Freeze Dryer (Lyophilizer),Refrigeration System,0.96,"Unanimous selection by all agents with high confidence (0.96), critical for maintaining low temperatures during freeze drying.",PTFE,0.6,"Utilized for seals and gaskets within refrigeration compressors and assemblies due to chemical resistance, alternatives exist but common.",390461,South Korea,metric tons,0.0,7.0,0.7,LLM fallback cache (previously computed) - no USGS data available for PTFE
1,d3v1v1,Freeze Dryer (Lyophilizer),Gas Pumping Station (Non-Vacuum),0.94,"Selected by all agents with strong confidence (0.94), vital for creating vacuum conditions necessary for lyophilization.",Stainless steel (SS 304/316),0.9,"Primary structural and flow path material due to corrosion resistance and strength, standard for gas handling equipment.",722000,Nigeria,metric tons,0.0,18.0,0.92,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
1,d3v1v1,Freeze Dryer (Lyophilizer),Gas Pumping Station (Non-Vacuum),0.94,"Selected by all agents with strong confidence (0.94), vital for creating vacuum conditions necessary for lyophilization.",Stainless steel (SS 304/316),0.9,"Primary structural and flow path material due to corrosion resistance and strength, standard for gas handling equipment.",722000,Russia,metric tons,0.0,15.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
1,d3v1v1,Freeze Dryer (Lyophilizer),Gas Pumping Station (Non-Vacuum),0.94,"Selected by all agents with strong confidence (0.94), vital for creating vacuum conditions necessary for lyophilization.",Stainless steel (SS 304/316),0.9,"Primary structural and flow path material due to corrosion resistance and strength, standard for gas handling equipment.",722000,India,metric tons,0.0,10.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
1,d3v1v1,Freeze Dryer (Lyophilizer),Gas Pumping Station (Non-Vacuum),0.94,"Selected by all agents with strong confidence (0.94), vital for creating vacuum conditions necessary for lyophilization.",Stainless steel (SS 304/316),0.9,"Primary structural and flow path material due to corrosion resistance and strength, standard for gas handling equipment.",722000,Australia,metric tons,0.0,13.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
1,d3v1v1,Freeze Dryer (Lyophilizer),Gas Pumping Station (Non-Vacuum),0.94,"Selected by all agents with strong confidence (0.94), vital for creating vacuum conditions necessary for lyophilization.",Stainless steel (SS 304/316),0.9,"Primary structural and flow path material due to corrosion resistance and strength, standard for gas handling equipment.",722000,Indonesia,metric tons,0.0,10.0,0.87,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
1,d3v1v1,Freeze Dryer (Lyophilizer),Gas Pumping Station (Non-Vacuum),0.94,"Selected by all agents with strong confidence (0.94), vital for creating vacuum conditions necessary for lyophilization.",Aluminum,0.7,"Used in some pump housings and components for weight reduction, less common but found in some designs.",280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Gas Pumping Station (Non-Vacuum),0.94,"Selected by all agents with strong confidence (0.94), vital for creating vacuum conditions necessary for lyophilization.",Aluminum,0.7,"Used in some pump housings and components for weight reduction, less common but found in some designs.",280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Gas Pumping Station (Non-Vacuum),0.94,"Selected by all agents with strong confidence (0.94), vital for creating vacuum conditions necessary for lyophilization.",Aluminum,0.7,"Used in some pump housings and components for weight reduction, less common but found in some designs.",280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Gas Pumping Station (Non-Vacuum),0.94,"Selected by all agents with strong confidence (0.94), vital for creating vacuum conditions necessary for lyophilization.",Aluminum,0.7,"Used in some pump housings and components for weight reduction, less common but found in some designs.",280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Gas Pumping Station (Non-Vacuum),0.94,"Selected by all agents with strong confidence (0.94), vital for creating vacuum conditions necessary for lyophilization.",Aluminum,0.7,"Used in some pump housings and components for weight reduction, less common but found in some designs.",280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Gas Pumping Station (Non-Vacuum),0.94,"Selected by all agents with strong confidence (0.94), vital for creating vacuum conditions necessary for lyophilization.",PTFE,0.65,"Seal and gasket material for chemical resistance and durability in gas pumping components, common but replaceable.",390461,China,metric tons,0.0,55.0,0.9,LLM fallback cache (previously computed) - no USGS data available for PTFE
1,d3v1v1,Freeze Dryer (Lyophilizer),Gas Pumping Station (Non-Vacuum),0.94,"Selected by all agents with strong confidence (0.94), vital for creating vacuum conditions necessary for lyophilization.",PTFE,0.65,"Seal and gasket material for chemical resistance and durability in gas pumping components, common but replaceable.",390461,United States,metric tons,0.0,20.0,0.85,LLM fallback cache (previously computed) - no USGS data available for PTFE
1,d3v1v1,Freeze Dryer (Lyophilizer),Gas Pumping Station (Non-Vacuum),0.94,"Selected by all agents with strong confidence (0.94), vital for creating vacuum conditions necessary for lyophilization.",PTFE,0.65,"Seal and gasket material for chemical resistance and durability in gas pumping components, common but replaceable.",390461,Japan,metric tons,0.0,10.0,0.8,LLM fallback cache (previously computed) - no USGS data available for PTFE
1,d3v1v1,Freeze Dryer (Lyophilizer),Gas Pumping Station (Non-Vacuum),0.94,"Selected by all agents with strong confidence (0.94), vital for creating vacuum conditions necessary for lyophilization.",PTFE,0.65,"Seal and gasket material for chemical resistance and durability in gas pumping components, common but replaceable.",390461,Germany,metric tons,0.0,8.0,0.75,LLM fallback cache (previously computed) - no USGS data available for PTFE
1,d3v1v1,Freeze Dryer (Lyophilizer),Gas Pumping Station (Non-Vacuum),0.94,"Selected by all agents with strong confidence (0.94), vital for creating vacuum conditions necessary for lyophilization.",PTFE,0.65,"Seal and gasket material for chemical resistance and durability in gas pumping components, common but replaceable.",390461,South Korea,metric tons,0.0,7.0,0.7,LLM fallback cache (previously computed) - no USGS data available for PTFE
1,d3v1v1,Freeze Dryer (Lyophilizer),Condenser Unit,0.94,"Strong multi-agent support (2 agents) and high confidence (0.94), key for capturing sublimated vapor.",Copper,0.9,"Main material for tubing and heat exchanger surfaces due to excellent thermal conductivity, industry standard for condensers.",740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Condenser Unit,0.94,"Strong multi-agent support (2 agents) and high confidence (0.94), key for capturing sublimated vapor.",Copper,0.9,"Main material for tubing and heat exchanger surfaces due to excellent thermal conductivity, industry standard for condensers.",740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Condenser Unit,0.94,"Strong multi-agent support (2 agents) and high confidence (0.94), key for capturing sublimated vapor.",Copper,0.9,"Main material for tubing and heat exchanger surfaces due to excellent thermal conductivity, industry standard for condensers.",740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Condenser Unit,0.94,"Strong multi-agent support (2 agents) and high confidence (0.94), key for capturing sublimated vapor.",Copper,0.9,"Main material for tubing and heat exchanger surfaces due to excellent thermal conductivity, industry standard for condensers.",740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Condenser Unit,0.94,"Strong multi-agent support (2 agents) and high confidence (0.94), key for capturing sublimated vapor.",Copper,0.9,"Main material for tubing and heat exchanger surfaces due to excellent thermal conductivity, industry standard for condensers.",740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Condenser Unit,0.94,"Strong multi-agent support (2 agents) and high confidence (0.94), key for capturing sublimated vapor.",Aluminum,0.85,"Used for fins and structural elements to enhance heat dissipation, very common in condenser units.",280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Condenser Unit,0.94,"Strong multi-agent support (2 agents) and high confidence (0.94), key for capturing sublimated vapor.",Aluminum,0.85,"Used for fins and structural elements to enhance heat dissipation, very common in condenser units.",280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Condenser Unit,0.94,"Strong multi-agent support (2 agents) and high confidence (0.94), key for capturing sublimated vapor.",Aluminum,0.85,"Used for fins and structural elements to enhance heat dissipation, very common in condenser units.",280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Condenser Unit,0.94,"Strong multi-agent support (2 agents) and high confidence (0.94), key for capturing sublimated vapor.",Aluminum,0.85,"Used for fins and structural elements to enhance heat dissipation, very common in condenser units.",280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Condenser Unit,0.94,"Strong multi-agent support (2 agents) and high confidence (0.94), key for capturing sublimated vapor.",Aluminum,0.85,"Used for fins and structural elements to enhance heat dissipation, very common in condenser units.",280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d3v1v1,Freeze Dryer (Lyophilizer),Condenser Unit,0.94,"Strong multi-agent support (2 agents) and high confidence (0.94), key for capturing sublimated vapor.",Stainless steel (SS 304/316),0.7,"Structural and corrosion resistant parts, used but can be substituted with other metals.",722000,Nigeria,metric tons,0.0,18.0,0.92,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
1,d3v1v1,Freeze Dryer (Lyophilizer),Condenser Unit,0.94,"Strong multi-agent support (2 agents) and high confidence (0.94), key for capturing sublimated vapor.",Stainless steel (SS 304/316),0.7,"Structural and corrosion resistant parts, used but can be substituted with other metals.",722000,Russia,metric tons,0.0,15.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
1,d3v1v1,Freeze Dryer (Lyophilizer),Condenser Unit,0.94,"Strong multi-agent support (2 agents) and high confidence (0.94), key for capturing sublimated vapor.",Stainless steel (SS 304/316),0.7,"Structural and corrosion resistant parts, used but can be substituted with other metals.",722000,India,metric tons,0.0,10.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
1,d3v1v1,Freeze Dryer (Lyophilizer),Condenser Unit,0.94,"Strong multi-agent support (2 agents) and high confidence (0.94), key for capturing sublimated vapor.",Stainless steel (SS 304/316),0.7,"Structural and corrosion resistant parts, used but can be substituted with other metals.",722000,Australia,metric tons,0.0,13.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
1,d3v1v1,Freeze Dryer (Lyophilizer),Condenser Unit,0.94,"Strong multi-agent support (2 agents) and high confidence (0.94), key for capturing sublimated vapor.",Stainless steel (SS 304/316),0.7,"Structural and corrosion resistant parts, used but can be substituted with other metals.",722000,Indonesia,metric tons,0.0,10.0,0.87,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
