technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Lithium,0.95,"Lithium is primary for energy storage chemistry, absolutely essential with no commercial alternatives.",280520,CHINA,METRIC TONS,33000.0,18.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Lithium,0.95,"Lithium is primary for energy storage chemistry, absolutely essential with no commercial alternatives.",280520,ARGENTINA,METRIC TONS,9600.0,5.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Lithium,0.95,"Lithium is primary for energy storage chemistry, absolutely essential with no commercial alternatives.",280520,BRAZIL,METRIC TONS,4900.0,2.72,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Cobalt,0.85,"Cobalt is used in cathode materials for stability and energy density, standard though alternatives like LFP exist.",810510,CONGO,METRIC TONS,170000.0,73.91,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Cobalt,0.85,"Cobalt is used in cathode materials for stability and energy density, standard though alternatives like LFP exist.",810510,INDONESIA,METRIC TONS,17000.0,7.39,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Cobalt,0.85,"Cobalt is used in cathode materials for stability and energy density, standard though alternatives like LFP exist.",810510,RUSSIA,METRIC TONS,8800.0,3.83,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Cobalt,0.85,"Cobalt is used in cathode materials for stability and energy density, standard though alternatives like LFP exist.",810510,OTHER,METRIC TONS,6600.0,2.87,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Cobalt,0.85,"Cobalt is used in cathode materials for stability and energy density, standard though alternatives like LFP exist.",810510,AUSTRALIA,METRIC TONS,4600.0,2.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Nickel,0.8,"Nickel enhances energy density in cathodes, commonly used with some design variation.",750110,INDONESIA,METRIC TONS,1800000.0,50.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Nickel,0.8,"Nickel enhances energy density in cathodes, commonly used with some design variation.",750110,PHILIPPINES,METRIC TONS,400000.0,11.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Nickel,0.8,"Nickel enhances energy density in cathodes, commonly used with some design variation.",750110,OTHER,METRIC TONS,380000.0,10.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Nickel,0.8,"Nickel enhances energy density in cathodes, commonly used with some design variation.",750110,NEW CALEDONIA,METRIC TONS,230000.0,6.39,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Nickel,0.8,"Nickel enhances energy density in cathodes, commonly used with some design variation.",750110,RUSSIA,METRIC TONS,200000.0,5.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Copper,0.9,"Copper is essential as the anode current collector, universal across designs.",740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Copper,0.9,"Copper is essential as the anode current collector, universal across designs.",740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Copper,0.9,"Copper is essential as the anode current collector, universal across designs.",740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Copper,0.9,"Copper is essential as the anode current collector, universal across designs.",740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Copper,0.9,"Copper is essential as the anode current collector, universal across designs.",740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Aluminum,0.85,"Aluminum used for cathode current collector and casing, industry standard with few alternatives.",280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Aluminum,0.85,"Aluminum used for cathode current collector and casing, industry standard with few alternatives.",280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Aluminum,0.85,"Aluminum used for cathode current collector and casing, industry standard with few alternatives.",280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Aluminum,0.85,"Aluminum used for cathode current collector and casing, industry standard with few alternatives.",280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Aluminum,0.85,"Aluminum used for cathode current collector and casing, industry standard with few alternatives.",280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Graphite,0.9,Graphite is the universal anode material critical for lithium intercalation.,380110,CHINA,METRIC TONS,1230000.0,76.88,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Graphite,0.9,Graphite is the universal anode material critical for lithium intercalation.,380110,MADAGASCAR,METRIC TONS,100000.0,6.25,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Graphite,0.9,Graphite is the universal anode material critical for lithium intercalation.,380110,MOZAMBIQUE,METRIC TONS,96000.0,6.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Graphite,0.9,Graphite is the universal anode material critical for lithium intercalation.,380110,BRAZIL,METRIC TONS,73000.0,4.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Strong consensus and high confidence from multiple agents; critical main power source.,Graphite,0.9,Graphite is the universal anode material critical for lithium intercalation.,380110,"KOREA, REPUBLIC OF",METRIC TONS,27000.0,1.69,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Copper,0.95,"Copper is the primary conductor for PCB traces, absolutely essential for electrical connectivity.",740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Copper,0.95,"Copper is the primary conductor for PCB traces, absolutely essential for electrical connectivity.",740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Copper,0.95,"Copper is the primary conductor for PCB traces, absolutely essential for electrical connectivity.",740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Copper,0.95,"Copper is the primary conductor for PCB traces, absolutely essential for electrical connectivity.",740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Copper,0.95,"Copper is the primary conductor for PCB traces, absolutely essential for electrical connectivity.",740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Silicon,0.95,"Silicon forms the semiconductor basis for processors and memory integrated circuits, absolutely essential.",280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Silicon,0.95,"Silicon forms the semiconductor basis for processors and memory integrated circuits, absolutely essential.",280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Silicon,0.95,"Silicon forms the semiconductor basis for processors and memory integrated circuits, absolutely essential.",280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Silicon,0.95,"Silicon forms the semiconductor basis for processors and memory integrated circuits, absolutely essential.",280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Silicon,0.95,"Silicon forms the semiconductor basis for processors and memory integrated circuits, absolutely essential.",280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Gold,0.6,"Gold is often used for corrosion-resistant contacts and bonding pads, common but some PCBs use alternatives like silver or tin.",710812,OTHER,METRIC TONS,700.0,23.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Gold,0.6,"Gold is often used for corrosion-resistant contacts and bonding pads, common but some PCBs use alternatives like silver or tin.",710812,CHINA,METRIC TONS,370.0,12.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Gold,0.6,"Gold is often used for corrosion-resistant contacts and bonding pads, common but some PCBs use alternatives like silver or tin.",710812,AUSTRALIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Gold,0.6,"Gold is often used for corrosion-resistant contacts and bonding pads, common but some PCBs use alternatives like silver or tin.",710812,RUSSIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Gold,0.6,"Gold is often used for corrosion-resistant contacts and bonding pads, common but some PCBs use alternatives like silver or tin.",710812,CANADA,METRIC TONS,200.0,6.67,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Aluminum,0.65,Aluminum may be used in heat sinks and packaging materials; common but alternatives exist.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Aluminum,0.65,Aluminum may be used in heat sinks and packaging materials; common but alternatives exist.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Aluminum,0.65,Aluminum may be used in heat sinks and packaging materials; common but alternatives exist.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Aluminum,0.65,Aluminum may be used in heat sinks and packaging materials; common but alternatives exist.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Aluminum,0.65,Aluminum may be used in heat sinks and packaging materials; common but alternatives exist.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Epoxy resins,0.85,"Epoxy resins are critical polymer matrix materials for PCB laminates, standard industry usage.",390730,Germany,metric tons,0.0,30.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Epoxy resins
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Epoxy resins,0.85,"Epoxy resins are critical polymer matrix materials for PCB laminates, standard industry usage.",390730,Japan,metric tons,0.0,25.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Epoxy resins
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Epoxy resins,0.85,"Epoxy resins are critical polymer matrix materials for PCB laminates, standard industry usage.",390730,United States,metric tons,0.0,18.0,0.7,LLM fallback cache (previously computed) - no USGS data available for Epoxy resins
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Epoxy resins,0.85,"Epoxy resins are critical polymer matrix materials for PCB laminates, standard industry usage.",390730,China,metric tons,0.0,15.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Epoxy resins
Smartphone,Main PCB Assembly,0.9,Unanimous support with consistent confidence; central to smartphone function.,Epoxy resins,0.85,"Epoxy resins are critical polymer matrix materials for PCB laminates, standard industry usage.",390730,South Korea,metric tons,0.0,9.0,0.6,LLM fallback cache (previously computed) - no USGS data available for Epoxy resins
Smartphone,Camera Device,0.9,Unanimous support with high confidence; important for smartphone photography.,Glass,0.9,"Glass is widely used for lenses due to optical clarity and scratch resistance, standard in cameras.",700800,China,metric tons,0.0,63.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Camera Device,0.9,Unanimous support with high confidence; important for smartphone photography.,Glass,0.9,"Glass is widely used for lenses due to optical clarity and scratch resistance, standard in cameras.",700800,United States,metric tons,0.0,12.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Camera Device,0.9,Unanimous support with high confidence; important for smartphone photography.,Glass,0.9,"Glass is widely used for lenses due to optical clarity and scratch resistance, standard in cameras.",700800,Germany,metric tons,0.0,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Camera Device,0.9,Unanimous support with high confidence; important for smartphone photography.,Glass,0.9,"Glass is widely used for lenses due to optical clarity and scratch resistance, standard in cameras.",700800,India,metric tons,0.0,6.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Camera Device,0.9,Unanimous support with high confidence; important for smartphone photography.,Glass,0.9,"Glass is widely used for lenses due to optical clarity and scratch resistance, standard in cameras.",700800,Japan,metric tons,0.0,5.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Camera Device,0.9,Unanimous support with high confidence; important for smartphone photography.,Silicon,0.9,"Silicon is the semiconductor material for image sensors, universally essential.",280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.9,Unanimous support with high confidence; important for smartphone photography.,Silicon,0.9,"Silicon is the semiconductor material for image sensors, universally essential.",280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.9,Unanimous support with high confidence; important for smartphone photography.,Silicon,0.9,"Silicon is the semiconductor material for image sensors, universally essential.",280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.9,Unanimous support with high confidence; important for smartphone photography.,Silicon,0.9,"Silicon is the semiconductor material for image sensors, universally essential.",280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.9,Unanimous support with high confidence; important for smartphone photography.,Silicon,0.9,"Silicon is the semiconductor material for image sensors, universally essential.",280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.9,Unanimous support with high confidence; important for smartphone photography.,Copper,0.8,"Copper is used in electrical connections and wiring within camera modules, commonly used.",740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.9,Unanimous support with high confidence; important for smartphone photography.,Copper,0.8,"Copper is used in electrical connections and wiring within camera modules, commonly used.",740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.9,Unanimous support with high confidence; important for smartphone photography.,Copper,0.8,"Copper is used in electrical connections and wiring within camera modules, commonly used.",740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
