technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning,dependency_type,extraction_provenance
Collaborative Robot (Cobot) Arm,Nozzle and Mouthpiece Actuator,0.98,Strong consensus across 2 agents with very high confidence; critical for motion actuation.,Copper,0.85,Copper is widely used in actuator coils and wiring due to its excellent electrical conductivity; virtually standard material though silver can be alternative.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Nozzle and Mouthpiece Actuator,0.98,Strong consensus across 2 agents with very high confidence; critical for motion actuation.,Copper,0.85,Copper is widely used in actuator coils and wiring due to its excellent electrical conductivity; virtually standard material though silver can be alternative.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Nozzle and Mouthpiece Actuator,0.98,Strong consensus across 2 agents with very high confidence; critical for motion actuation.,Copper,0.85,Copper is widely used in actuator coils and wiring due to its excellent electrical conductivity; virtually standard material though silver can be alternative.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Nozzle and Mouthpiece Actuator,0.98,Strong consensus across 2 agents with very high confidence; critical for motion actuation.,Copper,0.85,Copper is widely used in actuator coils and wiring due to its excellent electrical conductivity; virtually standard material though silver can be alternative.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Nozzle and Mouthpiece Actuator,0.98,Strong consensus across 2 agents with very high confidence; critical for motion actuation.,Copper,0.85,Copper is widely used in actuator coils and wiring due to its excellent electrical conductivity; virtually standard material though silver can be alternative.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Nozzle and Mouthpiece Actuator,0.98,Strong consensus across 2 agents with very high confidence; critical for motion actuation.,Steel Ingots,0.8,"Steel is used in mechanical parts like shafts, springs, and housings for strength and wear resistance; standard but sometimes aluminum is used for lightness.",720610,China,metric tons,0.0,57.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots,constituent,
Collaborative Robot (Cobot) Arm,Nozzle and Mouthpiece Actuator,0.98,Strong consensus across 2 agents with very high confidence; critical for motion actuation.,Steel Ingots,0.8,"Steel is used in mechanical parts like shafts, springs, and housings for strength and wear resistance; standard but sometimes aluminum is used for lightness.",720610,India,metric tons,0.0,6.5,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots,constituent,
Collaborative Robot (Cobot) Arm,Nozzle and Mouthpiece Actuator,0.98,Strong consensus across 2 agents with very high confidence; critical for motion actuation.,Steel Ingots,0.8,"Steel is used in mechanical parts like shafts, springs, and housings for strength and wear resistance; standard but sometimes aluminum is used for lightness.",720610,Japan,metric tons,0.0,5.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots,constituent,
Collaborative Robot (Cobot) Arm,Nozzle and Mouthpiece Actuator,0.98,Strong consensus across 2 agents with very high confidence; critical for motion actuation.,Steel Ingots,0.8,"Steel is used in mechanical parts like shafts, springs, and housings for strength and wear resistance; standard but sometimes aluminum is used for lightness.",720610,United States,metric tons,0.0,4.5,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots,constituent,
Collaborative Robot (Cobot) Arm,Nozzle and Mouthpiece Actuator,0.98,Strong consensus across 2 agents with very high confidence; critical for motion actuation.,Steel Ingots,0.8,"Steel is used in mechanical parts like shafts, springs, and housings for strength and wear resistance; standard but sometimes aluminum is used for lightness.",720610,Russia,metric tons,0.0,4.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots,constituent,
Collaborative Robot (Cobot) Arm,Nozzle and Mouthpiece Actuator,0.98,Strong consensus across 2 agents with very high confidence; critical for motion actuation.,Aluminum,0.75,Aluminum is often used for actuator housing parts for weight reduction and corrosion resistance; commonly used though steel alternatives possible.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Nozzle and Mouthpiece Actuator,0.98,Strong consensus across 2 agents with very high confidence; critical for motion actuation.,Aluminum,0.75,Aluminum is often used for actuator housing parts for weight reduction and corrosion resistance; commonly used though steel alternatives possible.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Nozzle and Mouthpiece Actuator,0.98,Strong consensus across 2 agents with very high confidence; critical for motion actuation.,Aluminum,0.75,Aluminum is often used for actuator housing parts for weight reduction and corrosion resistance; commonly used though steel alternatives possible.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Nozzle and Mouthpiece Actuator,0.98,Strong consensus across 2 agents with very high confidence; critical for motion actuation.,Aluminum,0.75,Aluminum is often used for actuator housing parts for weight reduction and corrosion resistance; commonly used though steel alternatives possible.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Nozzle and Mouthpiece Actuator,0.98,Strong consensus across 2 agents with very high confidence; critical for motion actuation.,Aluminum,0.75,Aluminum is often used for actuator housing parts for weight reduction and corrosion resistance; commonly used though steel alternatives possible.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Silicon,0.95,"Silicon is fundamental for semiconductor devices in the controller's integrated circuits, absolutely essential material.",280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Silicon,0.95,"Silicon is fundamental for semiconductor devices in the controller's integrated circuits, absolutely essential material.",280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Silicon,0.95,"Silicon is fundamental for semiconductor devices in the controller's integrated circuits, absolutely essential material.",280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Silicon,0.95,"Silicon is fundamental for semiconductor devices in the controller's integrated circuits, absolutely essential material.",280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Silicon,0.95,"Silicon is fundamental for semiconductor devices in the controller's integrated circuits, absolutely essential material.",280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Copper,0.9,Copper is used extensively in PCB traces and connectors due to excellent electrical conductivity; universal standard.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Copper,0.9,Copper is used extensively in PCB traces and connectors due to excellent electrical conductivity; universal standard.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Copper,0.9,Copper is used extensively in PCB traces and connectors due to excellent electrical conductivity; universal standard.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Copper,0.9,Copper is used extensively in PCB traces and connectors due to excellent electrical conductivity; universal standard.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Copper,0.9,Copper is used extensively in PCB traces and connectors due to excellent electrical conductivity; universal standard.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Aluminum,0.75,Aluminum is used for heat sinks and casing material for good thermal conductivity and structural support; commonly used but other metals can substitute.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Aluminum,0.75,Aluminum is used for heat sinks and casing material for good thermal conductivity and structural support; commonly used but other metals can substitute.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Aluminum,0.75,Aluminum is used for heat sinks and casing material for good thermal conductivity and structural support; commonly used but other metals can substitute.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Aluminum,0.75,Aluminum is used for heat sinks and casing material for good thermal conductivity and structural support; commonly used but other metals can substitute.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Aluminum,0.75,Aluminum is used for heat sinks and casing material for good thermal conductivity and structural support; commonly used but other metals can substitute.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Epoxy resins,0.7,Epoxy resins are used as PCB substrate and for encapsulation to provide insulation and mechanical stability; commonly used but alternatives exist.,390730,China,metric tons,0.0,40.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Epoxy resins,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Epoxy resins,0.7,Epoxy resins are used as PCB substrate and for encapsulation to provide insulation and mechanical stability; commonly used but alternatives exist.,390730,United States,metric tons,0.0,20.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Epoxy resins,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Epoxy resins,0.7,Epoxy resins are used as PCB substrate and for encapsulation to provide insulation and mechanical stability; commonly used but alternatives exist.,390730,South Korea,metric tons,0.0,15.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Epoxy resins,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Epoxy resins,0.7,Epoxy resins are used as PCB substrate and for encapsulation to provide insulation and mechanical stability; commonly used but alternatives exist.,390730,Japan,metric tons,0.0,15.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Epoxy resins,constituent,
Collaborative Robot (Cobot) Arm,Robot Controller,0.95,Strong consensus from 2 agents; core component for the cobot's control and operation.,Epoxy resins,0.7,Epoxy resins are used as PCB substrate and for encapsulation to provide insulation and mechanical stability; commonly used but alternatives exist.,390730,Germany,metric tons,0.0,10.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Epoxy resins,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Silicon,0.9,"Silicon is commonly used for sensing elements in MEMS sensors and proximity sensor ICs, essential for semiconductor sensing technology.",280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Silicon,0.9,"Silicon is commonly used for sensing elements in MEMS sensors and proximity sensor ICs, essential for semiconductor sensing technology.",280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Silicon,0.9,"Silicon is commonly used for sensing elements in MEMS sensors and proximity sensor ICs, essential for semiconductor sensing technology.",280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Silicon,0.9,"Silicon is commonly used for sensing elements in MEMS sensors and proximity sensor ICs, essential for semiconductor sensing technology.",280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Silicon,0.9,"Silicon is commonly used for sensing elements in MEMS sensors and proximity sensor ICs, essential for semiconductor sensing technology.",280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Copper,0.85,Copper is used in sensor interconnects and wiring for electrical conduction; standard and critical for performance.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Copper,0.85,Copper is used in sensor interconnects and wiring for electrical conduction; standard and critical for performance.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Copper,0.85,Copper is used in sensor interconnects and wiring for electrical conduction; standard and critical for performance.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Copper,0.85,Copper is used in sensor interconnects and wiring for electrical conduction; standard and critical for performance.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Copper,0.85,Copper is used in sensor interconnects and wiring for electrical conduction; standard and critical for performance.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Steel Ingots,0.65,Steel is used for sensor housings and mechanical components due to robustness and structural integrity; alternatives exist but steel is common.,720610,China,metric tons,0.0,57.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Steel Ingots,0.65,Steel is used for sensor housings and mechanical components due to robustness and structural integrity; alternatives exist but steel is common.,720610,India,metric tons,0.0,6.5,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Steel Ingots,0.65,Steel is used for sensor housings and mechanical components due to robustness and structural integrity; alternatives exist but steel is common.,720610,Japan,metric tons,0.0,5.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Steel Ingots,0.65,Steel is used for sensor housings and mechanical components due to robustness and structural integrity; alternatives exist but steel is common.,720610,United States,metric tons,0.0,4.5,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Steel Ingots,0.65,Steel is used for sensor housings and mechanical components due to robustness and structural integrity; alternatives exist but steel is common.,720610,Russia,metric tons,0.0,4.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots,constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Ceramic,0.6,Ceramics are used in sensor substrates and insulating parts due to stability and electrical insulation properties; moderately essential but alternatives exist.,691010,China,metric tons,0.0,70.0,0.95,"China is the largest producer of ceramics globally, accounting for around 70% of production based on recent industry and trade reports from 2023; high confidence due to multiple authoritative sources including Chinese government export data.",constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Ceramic,0.6,Ceramics are used in sensor substrates and insulating parts due to stability and electrical insulation properties; moderately essential but alternatives exist.,691010,India,metric tons,0.0,10.0,0.85,"India holds the second position with substantial ceramic production driven by both industrial and artisanal output; data from Indian Ministry of Commerce and Industry 2023 reports, though less centralized than China.",constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Ceramic,0.6,Ceramics are used in sensor substrates and insulating parts due to stability and electrical insulation properties; moderately essential but alternatives exist.,691010,United States,metric tons,0.0,6.0,0.8,"The US maintains significant ceramic manufacturing capacity, especially in advanced ceramics; data from USGS and industry surveys 2022-2023 supports this figure with strong confidence.",constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Ceramic,0.6,Ceramics are used in sensor substrates and insulating parts due to stability and electrical insulation properties; moderately essential but alternatives exist.,691010,Germany,metric tons,0.0,5.0,0.8,"Germany is a key European producer of industrial ceramics and traditional ceramic products; figures supported by Eurostat and German industrial associations, moderately high confidence.",constituent,
Collaborative Robot (Cobot) Arm,"Embedded Sensor Suite (Force-Torque Sensor, Proximity Sensor)",0.93,Strong consensus with slight adjustment for harmonizing with similar sensor proposals; vital for sensing and feedback.,Ceramic,0.6,Ceramics are used in sensor substrates and insulating parts due to stability and electrical insulation properties; moderately essential but alternatives exist.,691010,Brazil,metric tons,0.0,4.0,0.75,Brazil is a notable ceramics producer in South America with growing production; data from Brazilian Mining and Industry reports 2022 with some uncertainties due to reporting completeness.,constituent,
Collaborative Robot (Cobot) Arm,End Effector Interface,0.9,Unanimous support from all 3 agents with consistent confidence; integral for tool attachments.,Steel Ingots,0.9,Steel is the primary structural material for end effectors and tooling mounts due to strength and durability; almost universally essential.,720610,China,metric tons,0.0,57.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots,constituent,
Collaborative Robot (Cobot) Arm,End Effector Interface,0.9,Unanimous support from all 3 agents with consistent confidence; integral for tool attachments.,Steel Ingots,0.9,Steel is the primary structural material for end effectors and tooling mounts due to strength and durability; almost universally essential.,720610,India,metric tons,0.0,6.5,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots,constituent,
Collaborative Robot (Cobot) Arm,End Effector Interface,0.9,Unanimous support from all 3 agents with consistent confidence; integral for tool attachments.,Steel Ingots,0.9,Steel is the primary structural material for end effectors and tooling mounts due to strength and durability; almost universally essential.,720610,Japan,metric tons,0.0,5.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots,constituent,
