technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
Smartphone,Battery Pack,0.95,"Three agents support the battery proposal, with an average confidence of 0.89. The battery is crucial for power delivery and operation duration.",Cobalt,0.85,Round 3 refinement with peer support: 1,810510,OTHER,METRIC TONS,6600.0,2.87,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack,0.95,"Three agents support the battery proposal, with an average confidence of 0.89. The battery is crucial for power delivery and operation duration.",Cobalt,0.85,Round 3 refinement with peer support: 1,810510,AUSTRALIA,METRIC TONS,4600.0,2.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack,0.95,"Three agents support the battery proposal, with an average confidence of 0.89. The battery is crucial for power delivery and operation duration.",Nickel,0.85,Round 3 refinement with peer support: 1,750110,INDONESIA,METRIC TONS,1800000.0,50.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack,0.95,"Three agents support the battery proposal, with an average confidence of 0.89. The battery is crucial for power delivery and operation duration.",Nickel,0.85,Round 3 refinement with peer support: 1,750110,PHILIPPINES,METRIC TONS,400000.0,11.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack,0.95,"Three agents support the battery proposal, with an average confidence of 0.89. The battery is crucial for power delivery and operation duration.",Nickel,0.85,Round 3 refinement with peer support: 1,750110,OTHER,METRIC TONS,380000.0,10.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack,0.95,"Three agents support the battery proposal, with an average confidence of 0.89. The battery is crucial for power delivery and operation duration.",Nickel,0.85,Round 3 refinement with peer support: 1,750110,NEW CALEDONIA,METRIC TONS,230000.0,6.39,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack,0.95,"Three agents support the battery proposal, with an average confidence of 0.89. The battery is crucial for power delivery and operation duration.",Nickel,0.85,Round 3 refinement with peer support: 1,750110,RUSSIA,METRIC TONS,200000.0,5.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Touch Sensor Panel,0.93,There is a strong consensus among two agents supporting the display component at an average confidence level of 0.89. This component ensures visual output quality to users.,Indium,0.95,Round 3 refinement with peer support: 2,811299,CHINA,METRIC TONS,650.0,65.66,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Touch Sensor Panel,0.93,There is a strong consensus among two agents supporting the display component at an average confidence level of 0.89. This component ensures visual output quality to users.,Indium,0.95,Round 3 refinement with peer support: 2,811299,"KOREA, REPUBLIC OF",METRIC TONS,200.0,20.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Touch Sensor Panel,0.93,There is a strong consensus among two agents supporting the display component at an average confidence level of 0.89. This component ensures visual output quality to users.,Indium,0.95,Round 3 refinement with peer support: 2,811299,JAPAN,METRIC TONS,64.0,6.46,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Touch Sensor Panel,0.93,There is a strong consensus among two agents supporting the display component at an average confidence level of 0.89. This component ensures visual output quality to users.,Indium,0.95,Round 3 refinement with peer support: 2,811299,CANADA,METRIC TONS,37.0,3.74,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Touch Sensor Panel,0.93,There is a strong consensus among two agents supporting the display component at an average confidence level of 0.89. This component ensures visual output quality to users.,Indium,0.95,Round 3 refinement with peer support: 2,811299,BELGIUM,METRIC TONS,18.0,1.82,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Touch Sensor Panel,0.93,There is a strong consensus among two agents supporting the display component at an average confidence level of 0.89. This component ensures visual output quality to users.,Glass,0.7,Round 3 refinement with peer support: 0,700800,China,metric tons,154933333.33333334,41.67,0.84,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Touch Sensor Panel,0.93,There is a strong consensus among two agents supporting the display component at an average confidence level of 0.89. This component ensures visual output quality to users.,Glass,0.7,Round 3 refinement with peer support: 0,700800,United States,metric tons,118866666.66666669,19.67,0.853,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Touch Sensor Panel,0.93,There is a strong consensus among two agents supporting the display component at an average confidence level of 0.89. This component ensures visual output quality to users.,Glass,0.7,Round 3 refinement with peer support: 0,700800,India,metric tons,51666666.666666664,12.33,0.893,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Touch Sensor Panel,0.93,There is a strong consensus among two agents supporting the display component at an average confidence level of 0.89. This component ensures visual output quality to users.,Glass,0.7,Round 3 refinement with peer support: 0,700800,Germany,metric tons,20900000.0,5.67,0.82,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Touch Sensor Panel,0.93,There is a strong consensus among two agents supporting the display component at an average confidence level of 0.89. This component ensures visual output quality to users.,Glass,0.7,Round 3 refinement with peer support: 0,700800,Japan,metric tons,40350000.0,5.83,0.76,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Touch Sensor Panel,0.93,There is a strong consensus among two agents supporting the display component at an average confidence level of 0.89. This component ensures visual output quality to users.,Nickel,0.7,Round 3 refinement with peer support: 0,750110,INDONESIA,METRIC TONS,1800000.0,50.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Touch Sensor Panel,0.93,There is a strong consensus among two agents supporting the display component at an average confidence level of 0.89. This component ensures visual output quality to users.,Nickel,0.7,Round 3 refinement with peer support: 0,750110,PHILIPPINES,METRIC TONS,400000.0,11.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Touch Sensor Panel,0.93,There is a strong consensus among two agents supporting the display component at an average confidence level of 0.89. This component ensures visual output quality to users.,Nickel,0.7,Round 3 refinement with peer support: 0,750110,OTHER,METRIC TONS,380000.0,10.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Touch Sensor Panel,0.93,There is a strong consensus among two agents supporting the display component at an average confidence level of 0.89. This component ensures visual output quality to users.,Nickel,0.7,Round 3 refinement with peer support: 0,750110,NEW CALEDONIA,METRIC TONS,230000.0,6.39,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Touch Sensor Panel,0.93,There is a strong consensus among two agents supporting the display component at an average confidence level of 0.89. This component ensures visual output quality to users.,Nickel,0.7,Round 3 refinement with peer support: 0,750110,RUSSIA,METRIC TONS,200000.0,5.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Signal Processor,0.98,Strong consensus among multiple agents with high confidence. The application processor is a core component of any smartphone.,Silicon,0.7,Round 3 refinement with peer support: 0,280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Signal Processor,0.98,Strong consensus among multiple agents with high confidence. The application processor is a core component of any smartphone.,Silicon,0.7,Round 3 refinement with peer support: 0,280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Signal Processor,0.98,Strong consensus among multiple agents with high confidence. The application processor is a core component of any smartphone.,Silicon,0.7,Round 3 refinement with peer support: 0,280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Signal Processor,0.98,Strong consensus among multiple agents with high confidence. The application processor is a core component of any smartphone.,Silicon,0.7,Round 3 refinement with peer support: 0,280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Signal Processor,0.98,Strong consensus among multiple agents with high confidence. The application processor is a core component of any smartphone.,Silicon,0.7,Round 3 refinement with peer support: 0,280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Signal Processor,0.98,Strong consensus among multiple agents with high confidence. The application processor is a core component of any smartphone.,Gold,0.7,Round 3 refinement with peer support: 0,710812,OTHER,METRIC TONS,700.0,23.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Signal Processor,0.98,Strong consensus among multiple agents with high confidence. The application processor is a core component of any smartphone.,Gold,0.7,Round 3 refinement with peer support: 0,710812,CHINA,METRIC TONS,370.0,12.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Signal Processor,0.98,Strong consensus among multiple agents with high confidence. The application processor is a core component of any smartphone.,Gold,0.7,Round 3 refinement with peer support: 0,710812,RUSSIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Signal Processor,0.98,Strong consensus among multiple agents with high confidence. The application processor is a core component of any smartphone.,Gold,0.7,Round 3 refinement with peer support: 0,710812,AUSTRALIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Signal Processor,0.98,Strong consensus among multiple agents with high confidence. The application processor is a core component of any smartphone.,Gold,0.7,Round 3 refinement with peer support: 0,710812,CANADA,METRIC TONS,200.0,6.67,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
