agent,config,technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
1,d2v1v1,Hydroponic Systems,Fluid System,0.94,Strong multi-agent consensus with uniformly high confidence (average 0.94). Essential for nutrient solution circulation in hydroponic systems.,Stainless steel,0.8,Used for structural components in pumps and connectors requiring strength and corrosion resistance; standard material with some alternatives.,722000,China,metric tons,31600000.0,56.53,0.913,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
1,d2v1v1,Hydroponic Systems,Fluid System,0.94,Strong multi-agent consensus with uniformly high confidence (average 0.94). Essential for nutrient solution circulation in hydroponic systems.,Stainless steel,0.8,Used for structural components in pumps and connectors requiring strength and corrosion resistance; standard material with some alternatives.,722000,India,metric tons,3800000.0,6.8,0.86,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
1,d2v1v1,Hydroponic Systems,Fluid System,0.94,Strong multi-agent consensus with uniformly high confidence (average 0.94). Essential for nutrient solution circulation in hydroponic systems.,Stainless steel,0.8,Used for structural components in pumps and connectors requiring strength and corrosion resistance; standard material with some alternatives.,722000,Japan,metric tons,3043333.3333333335,5.43,0.893,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
1,d2v1v1,Hydroponic Systems,Fluid System,0.94,Strong multi-agent consensus with uniformly high confidence (average 0.94). Essential for nutrient solution circulation in hydroponic systems.,Stainless steel,0.8,Used for structural components in pumps and connectors requiring strength and corrosion resistance; standard material with some alternatives.,722000,United States,metric tons,2473333.3333333335,4.43,0.867,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
1,d2v1v1,Hydroponic Systems,Fluid System,0.94,Strong multi-agent consensus with uniformly high confidence (average 0.94). Essential for nutrient solution circulation in hydroponic systems.,Stainless steel,0.8,Used for structural components in pumps and connectors requiring strength and corrosion resistance; standard material with some alternatives.,722000,South Korea,metric tons,2136666.6666666665,3.83,0.867,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
1,d2v1v1,Hydroponic Systems,Growing Channels or Trays,0.94,Supported by multiple agents with high confidence. Critical for plant support and nutrient delivery. Should be preferred over isolated similar components to avoid redundancy.,Polyethylene,0.9,"Widely used polymer for growing trays due to water resistance, durability, and light weight; essential for non-reactive growth environment.",390110,China,metric tons,36283333.333333336,31.17,0.877,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
1,d2v1v1,Hydroponic Systems,Growing Channels or Trays,0.94,Supported by multiple agents with high confidence. Critical for plant support and nutrient delivery. Should be preferred over isolated similar components to avoid redundancy.,Polyethylene,0.9,"Widely used polymer for growing trays due to water resistance, durability, and light weight; essential for non-reactive growth environment.",390110,United States,metric tons,19506666.666666668,16.73,0.87,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
1,d2v1v1,Hydroponic Systems,Growing Channels or Trays,0.94,Supported by multiple agents with high confidence. Critical for plant support and nutrient delivery. Should be preferred over isolated similar components to avoid redundancy.,Polyethylene,0.9,"Widely used polymer for growing trays due to water resistance, durability, and light weight; essential for non-reactive growth environment.",390110,Saudi Arabia,metric tons,10090000.0,8.7,0.807,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
1,d2v1v1,Hydroponic Systems,Growing Channels or Trays,0.94,Supported by multiple agents with high confidence. Critical for plant support and nutrient delivery. Should be preferred over isolated similar components to avoid redundancy.,Polyethylene,0.9,"Widely used polymer for growing trays due to water resistance, durability, and light weight; essential for non-reactive growth environment.",390110,South Korea,metric tons,6446666.666666667,5.53,0.84,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
1,d2v1v1,Hydroponic Systems,Growing Channels or Trays,0.94,Supported by multiple agents with high confidence. Critical for plant support and nutrient delivery. Should be preferred over isolated similar components to avoid redundancy.,Polyethylene,0.9,"Widely used polymer for growing trays due to water resistance, durability, and light weight; essential for non-reactive growth environment.",390110,Iran,metric tons,6470000.0,5.6,0.65,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
1,d2v1v1,Hydroponic Systems,Growing Channels or Trays,0.94,Supported by multiple agents with high confidence. Critical for plant support and nutrient delivery. Should be preferred over isolated similar components to avoid redundancy.,Polypropylene,0.8,Alternative polymer commonly used for trays and channels for chemical resistance and robustness; frequently substituted with polyethylene.,390210,China,metric tons,0.0,30.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Polypropylene
1,d2v1v1,Hydroponic Systems,Growing Channels or Trays,0.94,Supported by multiple agents with high confidence. Critical for plant support and nutrient delivery. Should be preferred over isolated similar components to avoid redundancy.,Polypropylene,0.8,Alternative polymer commonly used for trays and channels for chemical resistance and robustness; frequently substituted with polyethylene.,390210,United States,metric tons,0.0,25.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Polypropylene
1,d2v1v1,Hydroponic Systems,Growing Channels or Trays,0.94,Supported by multiple agents with high confidence. Critical for plant support and nutrient delivery. Should be preferred over isolated similar components to avoid redundancy.,Polypropylene,0.8,Alternative polymer commonly used for trays and channels for chemical resistance and robustness; frequently substituted with polyethylene.,390210,India,metric tons,0.0,12.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Polypropylene
1,d2v1v1,Hydroponic Systems,Growing Channels or Trays,0.94,Supported by multiple agents with high confidence. Critical for plant support and nutrient delivery. Should be preferred over isolated similar components to avoid redundancy.,Polypropylene,0.8,Alternative polymer commonly used for trays and channels for chemical resistance and robustness; frequently substituted with polyethylene.,390210,South Korea,metric tons,0.0,10.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Polypropylene
1,d2v1v1,Hydroponic Systems,Growing Channels or Trays,0.94,Supported by multiple agents with high confidence. Critical for plant support and nutrient delivery. Should be preferred over isolated similar components to avoid redundancy.,Polypropylene,0.8,Alternative polymer commonly used for trays and channels for chemical resistance and robustness; frequently substituted with polyethylene.,390210,Saudi Arabia,metric tons,0.0,8.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Polypropylene
1,d2v1v1,Hydroponic Systems,Structural Frame,0.88,Good consensus and important to provide physical support and structure to the hydroponic system components.,Aluminum,0.9,"Primary metal for structural frames due to strength-to-weight ratio, corrosion resistance, and ease of fabrication; standard choice in hydroponic frames.",280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,Structural Frame,0.88,Good consensus and important to provide physical support and structure to the hydroponic system components.,Aluminum,0.9,"Primary metal for structural frames due to strength-to-weight ratio, corrosion resistance, and ease of fabrication; standard choice in hydroponic frames.",280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,Structural Frame,0.88,Good consensus and important to provide physical support and structure to the hydroponic system components.,Aluminum,0.9,"Primary metal for structural frames due to strength-to-weight ratio, corrosion resistance, and ease of fabrication; standard choice in hydroponic frames.",280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,Structural Frame,0.88,Good consensus and important to provide physical support and structure to the hydroponic system components.,Aluminum,0.9,"Primary metal for structural frames due to strength-to-weight ratio, corrosion resistance, and ease of fabrication; standard choice in hydroponic frames.",280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,Structural Frame,0.88,Good consensus and important to provide physical support and structure to the hydroponic system components.,Aluminum,0.9,"Primary metal for structural frames due to strength-to-weight ratio, corrosion resistance, and ease of fabrication; standard choice in hydroponic frames.",280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,Structural Frame,0.88,Good consensus and important to provide physical support and structure to the hydroponic system components.,Steel Ingots,0.8,Source material for producing steel structural components; steel frames are common when higher strength is required.,720610,China,metric tons,0.0,52.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
1,d2v1v1,Hydroponic Systems,Structural Frame,0.88,Good consensus and important to provide physical support and structure to the hydroponic system components.,Steel Ingots,0.8,Source material for producing steel structural components; steel frames are common when higher strength is required.,720610,Japan,metric tons,0.0,6.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
1,d2v1v1,Hydroponic Systems,Structural Frame,0.88,Good consensus and important to provide physical support and structure to the hydroponic system components.,Steel Ingots,0.8,Source material for producing steel structural components; steel frames are common when higher strength is required.,720610,India,metric tons,0.0,5.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
1,d2v1v1,Hydroponic Systems,Structural Frame,0.88,Good consensus and important to provide physical support and structure to the hydroponic system components.,Steel Ingots,0.8,Source material for producing steel structural components; steel frames are common when higher strength is required.,720610,South Korea,metric tons,0.0,5.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
1,d2v1v1,Hydroponic Systems,Structural Frame,0.88,Good consensus and important to provide physical support and structure to the hydroponic system components.,Steel Ingots,0.8,Source material for producing steel structural components; steel frames are common when higher strength is required.,720610,Germany,metric tons,0.0,4.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Steel Ingots
1,d2v1v1,Hydroponic Systems,Structural Frame,0.88,Good consensus and important to provide physical support and structure to the hydroponic system components.,Stainless steel,0.85,Used for corrosion-resistant structural frames especially in moist environments; industry standard alternative to aluminum.,722000,China,metric tons,31600000.0,56.53,0.913,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
1,d2v1v1,Hydroponic Systems,Structural Frame,0.88,Good consensus and important to provide physical support and structure to the hydroponic system components.,Stainless steel,0.85,Used for corrosion-resistant structural frames especially in moist environments; industry standard alternative to aluminum.,722000,India,metric tons,3800000.0,6.8,0.86,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
1,d2v1v1,Hydroponic Systems,Structural Frame,0.88,Good consensus and important to provide physical support and structure to the hydroponic system components.,Stainless steel,0.85,Used for corrosion-resistant structural frames especially in moist environments; industry standard alternative to aluminum.,722000,Japan,metric tons,3043333.3333333335,5.43,0.893,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
1,d2v1v1,Hydroponic Systems,Structural Frame,0.88,Good consensus and important to provide physical support and structure to the hydroponic system components.,Stainless steel,0.85,Used for corrosion-resistant structural frames especially in moist environments; industry standard alternative to aluminum.,722000,United States,metric tons,2473333.3333333335,4.43,0.867,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
1,d2v1v1,Hydroponic Systems,Structural Frame,0.88,Good consensus and important to provide physical support and structure to the hydroponic system components.,Stainless steel,0.85,Used for corrosion-resistant structural frames especially in moist environments; industry standard alternative to aluminum.,722000,South Korea,metric tons,2136666.6666666665,3.83,0.867,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
1,d2v1v1,Hydroponic Systems,Sparger System,0.85,Unanimous support from all agents at consistent confidence. Important for oxygenating nutrient solution to support root health.,Ceramic,0.75,"Used to create porous diffusers for air sparging, providing durability and chemical resistance; alternatives exist but ceramic is common.",691010,China,metric tons,0.0,60.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Ceramic
1,d2v1v1,Hydroponic Systems,Sparger System,0.85,Unanimous support from all agents at consistent confidence. Important for oxygenating nutrient solution to support root health.,Ceramic,0.75,"Used to create porous diffusers for air sparging, providing durability and chemical resistance; alternatives exist but ceramic is common.",691010,India,metric tons,0.0,15.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Ceramic
1,d2v1v1,Hydroponic Systems,Sparger System,0.85,Unanimous support from all agents at consistent confidence. Important for oxygenating nutrient solution to support root health.,Ceramic,0.75,"Used to create porous diffusers for air sparging, providing durability and chemical resistance; alternatives exist but ceramic is common.",691010,United States,metric tons,0.0,8.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Ceramic
1,d2v1v1,Hydroponic Systems,Sparger System,0.85,Unanimous support from all agents at consistent confidence. Important for oxygenating nutrient solution to support root health.,Ceramic,0.75,"Used to create porous diffusers for air sparging, providing durability and chemical resistance; alternatives exist but ceramic is common.",691010,Brazil,metric tons,0.0,7.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Ceramic
1,d2v1v1,Hydroponic Systems,Sparger System,0.85,Unanimous support from all agents at consistent confidence. Important for oxygenating nutrient solution to support root health.,Ceramic,0.75,"Used to create porous diffusers for air sparging, providing durability and chemical resistance; alternatives exist but ceramic is common.",691010,Italy,metric tons,0.0,5.0,0.78,LLM fallback cache (previously computed) - no USGS data available for Ceramic
1,d2v1v1,Hydroponic Systems,Sparger System,0.85,Unanimous support from all agents at consistent confidence. Important for oxygenating nutrient solution to support root health.,Polyethylene,0.7,Used for tubing and some diffuser components; alternatives available but polyethylene is popular for chemical resistance.,390110,China,metric tons,36283333.333333336,31.17,0.877,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
1,d2v1v1,Hydroponic Systems,Sparger System,0.85,Unanimous support from all agents at consistent confidence. Important for oxygenating nutrient solution to support root health.,Polyethylene,0.7,Used for tubing and some diffuser components; alternatives available but polyethylene is popular for chemical resistance.,390110,United States,metric tons,19506666.666666668,16.73,0.87,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
1,d2v1v1,Hydroponic Systems,Sparger System,0.85,Unanimous support from all agents at consistent confidence. Important for oxygenating nutrient solution to support root health.,Polyethylene,0.7,Used for tubing and some diffuser components; alternatives available but polyethylene is popular for chemical resistance.,390110,Saudi Arabia,metric tons,10090000.0,8.7,0.807,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
1,d2v1v1,Hydroponic Systems,Sparger System,0.85,Unanimous support from all agents at consistent confidence. Important for oxygenating nutrient solution to support root health.,Polyethylene,0.7,Used for tubing and some diffuser components; alternatives available but polyethylene is popular for chemical resistance.,390110,South Korea,metric tons,6446666.666666667,5.53,0.84,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
1,d2v1v1,Hydroponic Systems,Sparger System,0.85,Unanimous support from all agents at consistent confidence. Important for oxygenating nutrient solution to support root health.,Polyethylene,0.7,Used for tubing and some diffuser components; alternatives available but polyethylene is popular for chemical resistance.,390110,Iran,metric tons,6470000.0,5.6,0.65,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
1,d2v1v1,Hydroponic Systems,Sparger System,0.85,Unanimous support from all agents at consistent confidence. Important for oxygenating nutrient solution to support root health.,Silicon,0.65,"Material for seals or flexible parts within sparger components; used for chemical resistance and flexibility, though alternatives exist.",280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,Sparger System,0.85,Unanimous support from all agents at consistent confidence. Important for oxygenating nutrient solution to support root health.,Silicon,0.65,"Material for seals or flexible parts within sparger components; used for chemical resistance and flexibility, though alternatives exist.",280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,Sparger System,0.85,Unanimous support from all agents at consistent confidence. Important for oxygenating nutrient solution to support root health.,Silicon,0.65,"Material for seals or flexible parts within sparger components; used for chemical resistance and flexibility, though alternatives exist.",280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,Sparger System,0.85,Unanimous support from all agents at consistent confidence. Important for oxygenating nutrient solution to support root health.,Silicon,0.65,"Material for seals or flexible parts within sparger components; used for chemical resistance and flexibility, though alternatives exist.",280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,Sparger System,0.85,Unanimous support from all agents at consistent confidence. Important for oxygenating nutrient solution to support root health.,Silicon,0.65,"Material for seals or flexible parts within sparger components; used for chemical resistance and flexibility, though alternatives exist.",280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,"Circuit Breakers/Radiation Shielding System/Electrical Safety Gadget/Lockouts and Switches, Warning Lights/Miscellaneous Safety Apparatus",0.81,Supported by multiple agents though with slightly lower confidence. Essential for monitoring and automating system parameters.,Silicon,0.95,Core semiconductor material for microcontrollers and integrated circuits essential for electronics function; universally used.,280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,"Circuit Breakers/Radiation Shielding System/Electrical Safety Gadget/Lockouts and Switches, Warning Lights/Miscellaneous Safety Apparatus",0.81,Supported by multiple agents though with slightly lower confidence. Essential for monitoring and automating system parameters.,Silicon,0.95,Core semiconductor material for microcontrollers and integrated circuits essential for electronics function; universally used.,280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,"Circuit Breakers/Radiation Shielding System/Electrical Safety Gadget/Lockouts and Switches, Warning Lights/Miscellaneous Safety Apparatus",0.81,Supported by multiple agents though with slightly lower confidence. Essential for monitoring and automating system parameters.,Silicon,0.95,Core semiconductor material for microcontrollers and integrated circuits essential for electronics function; universally used.,280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,"Circuit Breakers/Radiation Shielding System/Electrical Safety Gadget/Lockouts and Switches, Warning Lights/Miscellaneous Safety Apparatus",0.81,Supported by multiple agents though with slightly lower confidence. Essential for monitoring and automating system parameters.,Silicon,0.95,Core semiconductor material for microcontrollers and integrated circuits essential for electronics function; universally used.,280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,"Circuit Breakers/Radiation Shielding System/Electrical Safety Gadget/Lockouts and Switches, Warning Lights/Miscellaneous Safety Apparatus",0.81,Supported by multiple agents though with slightly lower confidence. Essential for monitoring and automating system parameters.,Silicon,0.95,Core semiconductor material for microcontrollers and integrated circuits essential for electronics function; universally used.,280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,"Circuit Breakers/Radiation Shielding System/Electrical Safety Gadget/Lockouts and Switches, Warning Lights/Miscellaneous Safety Apparatus",0.81,Supported by multiple agents though with slightly lower confidence. Essential for monitoring and automating system parameters.,Copper,0.9,Primary conductor material in circuit traces and wiring; essential for electrical connectivity and universal standard.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,"Circuit Breakers/Radiation Shielding System/Electrical Safety Gadget/Lockouts and Switches, Warning Lights/Miscellaneous Safety Apparatus",0.81,Supported by multiple agents though with slightly lower confidence. Essential for monitoring and automating system parameters.,Copper,0.9,Primary conductor material in circuit traces and wiring; essential for electrical connectivity and universal standard.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,"Circuit Breakers/Radiation Shielding System/Electrical Safety Gadget/Lockouts and Switches, Warning Lights/Miscellaneous Safety Apparatus",0.81,Supported by multiple agents though with slightly lower confidence. Essential for monitoring and automating system parameters.,Copper,0.9,Primary conductor material in circuit traces and wiring; essential for electrical connectivity and universal standard.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,"Circuit Breakers/Radiation Shielding System/Electrical Safety Gadget/Lockouts and Switches, Warning Lights/Miscellaneous Safety Apparatus",0.81,Supported by multiple agents though with slightly lower confidence. Essential for monitoring and automating system parameters.,Copper,0.9,Primary conductor material in circuit traces and wiring; essential for electrical connectivity and universal standard.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,"Circuit Breakers/Radiation Shielding System/Electrical Safety Gadget/Lockouts and Switches, Warning Lights/Miscellaneous Safety Apparatus",0.81,Supported by multiple agents though with slightly lower confidence. Essential for monitoring and automating system parameters.,Copper,0.9,Primary conductor material in circuit traces and wiring; essential for electrical connectivity and universal standard.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,"Circuit Breakers/Radiation Shielding System/Electrical Safety Gadget/Lockouts and Switches, Warning Lights/Miscellaneous Safety Apparatus",0.81,Supported by multiple agents though with slightly lower confidence. Essential for monitoring and automating system parameters.,Aluminum,0.7,Used in heat sinks and some conductive components; alternatives exist but aluminum is common due to thermal properties.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,"Circuit Breakers/Radiation Shielding System/Electrical Safety Gadget/Lockouts and Switches, Warning Lights/Miscellaneous Safety Apparatus",0.81,Supported by multiple agents though with slightly lower confidence. Essential for monitoring and automating system parameters.,Aluminum,0.7,Used in heat sinks and some conductive components; alternatives exist but aluminum is common due to thermal properties.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,"Circuit Breakers/Radiation Shielding System/Electrical Safety Gadget/Lockouts and Switches, Warning Lights/Miscellaneous Safety Apparatus",0.81,Supported by multiple agents though with slightly lower confidence. Essential for monitoring and automating system parameters.,Aluminum,0.7,Used in heat sinks and some conductive components; alternatives exist but aluminum is common due to thermal properties.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,"Circuit Breakers/Radiation Shielding System/Electrical Safety Gadget/Lockouts and Switches, Warning Lights/Miscellaneous Safety Apparatus",0.81,Supported by multiple agents though with slightly lower confidence. Essential for monitoring and automating system parameters.,Aluminum,0.7,Used in heat sinks and some conductive components; alternatives exist but aluminum is common due to thermal properties.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
1,d2v1v1,Hydroponic Systems,"Circuit Breakers/Radiation Shielding System/Electrical Safety Gadget/Lockouts and Switches, Warning Lights/Miscellaneous Safety Apparatus",0.81,Supported by multiple agents though with slightly lower confidence. Essential for monitoring and automating system parameters.,Aluminum,0.7,Used in heat sinks and some conductive components; alternatives exist but aluminum is common due to thermal properties.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
