technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
Solar Panel,monocrystalline solar cells,0.98,Strong consensus among all three agents with a high average confidence score of 0.98. These are the primary energy-generating part of a solar panel.,Boron,0.85,Round 3 refinement with peer support: 1,,Israel,metric tons,22250.0,6.0,0.8,Multi-agent debate consensus
Solar Panel,tempered glass cover,0.95,Consensus from two agents with an average confidence score of 0.95. Ensures durability and protection for the cells.,Borosilicate glass,0.7,Round 3 refinement with peer support: 0,,China,metric tons,1156666.6666666667,46.67,0.777,Leading producer in Asia with significant domestic and export market; data from industry reports.
Solar Panel,tempered glass cover,0.95,Consensus from two agents with an average confidence score of 0.95. Ensures durability and protection for the cells.,Borosilicate glass,0.7,Round 3 refinement with peer support: 0,,Japan,metric tons,365333.3333333333,10.1,0.8,Second-largest producer focusing on high-tech applications; accurate reporting by Japanese Ministry of Economy.
Solar Panel,tempered glass cover,0.95,Consensus from two agents with an average confidence score of 0.95. Ensures durability and protection for the cells.,Borosilicate glass,0.7,Round 3 refinement with peer support: 0,,Germany,metric tons,241166.66666666666,8.93,0.767,Multi-agent debate consensus
Solar Panel,tempered glass cover,0.95,Consensus from two agents with an average confidence score of 0.95. Ensures durability and protection for the cells.,Borosilicate glass,0.7,Round 3 refinement with peer support: 0,,United States,metric tons,65000.0,15.0,0.715,Multi-agent debate consensus
Solar Panel,tempered glass cover,0.95,Consensus from two agents with an average confidence score of 0.95. Ensures durability and protection for the cells.,Borosilicate glass,0.7,Round 3 refinement with peer support: 0,,Italy,metric tons,108933.33333333333,4.87,0.737,Multi-agent debate consensus
Solar Panel,tempered glass cover,0.95,Consensus from two agents with an average confidence score of 0.95. Ensures durability and protection for the cells.,Antimony,0.7,Round 3 refinement with peer support: 0,,CHINA,METRIC TONS,40000.0,48.19,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,tempered glass cover,0.95,Consensus from two agents with an average confidence score of 0.95. Ensures durability and protection for the cells.,Antimony,0.7,Round 3 refinement with peer support: 0,,TAJIKISTAN,METRIC TONS,21000.0,25.3,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,tempered glass cover,0.95,Consensus from two agents with an average confidence score of 0.95. Ensures durability and protection for the cells.,Antimony,0.7,Round 3 refinement with peer support: 0,,TURKEY,METRIC TONS,6000.0,7.23,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,tempered glass cover,0.95,Consensus from two agents with an average confidence score of 0.95. Ensures durability and protection for the cells.,Antimony,0.7,Round 3 refinement with peer support: 0,,BURMA,METRIC TONS,4600.0,5.54,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,tempered glass cover,0.95,Consensus from two agents with an average confidence score of 0.95. Ensures durability and protection for the cells.,Antimony,0.7,Round 3 refinement with peer support: 0,,RUSSIA,METRIC TONS,4300.0,5.18,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,tempered glass cover,0.95,Consensus from two agents with an average confidence score of 0.95. Ensures durability and protection for the cells.,Glass,0.95,Round 3 refinement with peer support: 2,,China,metric tons,4169000.0,42.05,0.83,Dominant producer with comprehensive data from Chinese government reports; very reliable statistics.
Solar Panel,tempered glass cover,0.95,Consensus from two agents with an average confidence score of 0.95. Ensures durability and protection for the cells.,Glass,0.95,Round 3 refinement with peer support: 2,,United States,metric tons,1290350.0,12.5,0.85,Multi-agent debate consensus
Solar Panel,tempered glass cover,0.95,Consensus from two agents with an average confidence score of 0.95. Ensures durability and protection for the cells.,Glass,0.95,Round 3 refinement with peer support: 2,,Brazil,metric tons,4250000.0,21.5,0.75,Multi-agent debate consensus
Solar Panel,tempered glass cover,0.95,Consensus from two agents with an average confidence score of 0.95. Ensures durability and protection for the cells.,Glass,0.95,Round 3 refinement with peer support: 2,,India,metric tons,3900000.0,19.7,0.8,Multi-agent debate consensus
Solar Panel,tempered glass cover,0.95,Consensus from two agents with an average confidence score of 0.95. Ensures durability and protection for the cells.,Glass,0.95,Round 3 refinement with peer support: 2,,Australia,metric tons,476750.0,3.4,0.74,Multi-agent debate consensus
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Mica,0.7,Round 3 refinement with peer support: 0,,India,metric tons,31549.993333333332,34.67,0.867,"Based on recent data from the Ministry of Mines, India is the largest producer, contributing over half the global production."
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Mica,0.7,Round 3 refinement with peer support: 0,,China,metric tons,27754.789999999997,35.0,0.887,China has a significant presence in mica mining and is second to India globally.
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Mica,0.7,Round 3 refinement with peer support: 0,,Brazil,metric tons,8719.586666666668,10.67,0.783,Significant share with data from the Brazilian Geological Survey; reliable but slightly outdated.
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Mica,0.7,Round 3 refinement with peer support: 0,,Russia,metric tons,3654.6133333333332,5.0,0.75,Major producer with estimates based on Russian mineral production reports; consistent output but limited data.
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Mica,0.7,Round 3 refinement with peer support: 0,,South Africa,metric tons,2180.0,2.2,0.82,Multi-agent debate consensus
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Aluminum,0.7,Round 3 refinement with peer support: 0,,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Aluminum,0.7,Round 3 refinement with peer support: 0,,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Aluminum,0.7,Round 3 refinement with peer support: 0,,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Aluminum,0.7,Round 3 refinement with peer support: 0,,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Aluminum,0.7,Round 3 refinement with peer support: 0,,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Polycarbonate,0.85,Round 3 refinement with peer support: 1,,South Korea,metric tons,120666.66666666667,23.67,0.8,Multi-agent debate consensus
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Polycarbonate,0.85,Round 3 refinement with peer support: 1,,China,metric tons,228733.33333333334,28.63,0.817,Multi-agent debate consensus
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Polycarbonate,0.85,Round 3 refinement with peer support: 1,,Japan,metric tons,74333.33333333333,13.43,0.817,Multi-agent debate consensus
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Polycarbonate,0.85,Round 3 refinement with peer support: 1,,Germany,metric tons,61333.333333333336,8.17,0.8,Multi-agent debate consensus
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Polycarbonate,0.85,Round 3 refinement with peer support: 1,,United States,metric tons,44700.0,7.63,0.817,Multi-agent debate consensus
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Plastic,0.95,Round 3 refinement with peer support: 2,,China,metric tons,25389000.0,25.0,0.817,Based on industry reports and major production companies.
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Plastic,0.95,Round 3 refinement with peer support: 2,,United States,metric tons,22625000.0,13.0,0.817,Data from the American Chemistry Council (ACC) detailing domestic production and imports.
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Plastic,0.95,Round 3 refinement with peer support: 2,,Japan,metric tons,9635666.666666666,7.83,0.783,From industry analysis and company data.
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Plastic,0.95,Round 3 refinement with peer support: 2,,Germany,metric tons,11064333.333333334,6.67,0.75,Accurate data from German industry reports.
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Plastic,0.95,Round 3 refinement with peer support: 2,,India,metric tons,8335000.0,4.33,0.767,Data from the Confederation of Indian Chemical Industry (CII).
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Copper,0.95,Round 2 refinement with peer support: 2,,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Copper,0.95,Round 2 refinement with peer support: 2,,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Copper,0.95,Round 2 refinement with peer support: 2,,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Copper,0.95,Round 2 refinement with peer support: 2,,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,junction box,0.92,Shared by two agents with a high average confidence of 0.92. The junction box manages and protects electrical connections.,Copper,0.95,Round 2 refinement with peer support: 2,,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,aluminum frame,0.9,Consensus among two agents with a confidence score of 0.90. Provides structural integrity to the panel.,Aluminum,0.95,Round 2 refinement with peer support: 2,,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,aluminum frame,0.9,Consensus among two agents with a confidence score of 0.90. Provides structural integrity to the panel.,Aluminum,0.95,Round 2 refinement with peer support: 2,,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,aluminum frame,0.9,Consensus among two agents with a confidence score of 0.90. Provides structural integrity to the panel.,Aluminum,0.95,Round 2 refinement with peer support: 2,,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,aluminum frame,0.9,Consensus among two agents with a confidence score of 0.90. Provides structural integrity to the panel.,Aluminum,0.95,Round 2 refinement with peer support: 2,,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,aluminum frame,0.9,Consensus among two agents with a confidence score of 0.90. Provides structural integrity to the panel.,Aluminum,0.95,Round 2 refinement with peer support: 2,,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Solar Panel,aluminum frame,0.9,Consensus among two agents with a confidence score of 0.90. Provides structural integrity to the panel.,"Anodizing agents (e.g., chromic acid)",0.7,Round 3 refinement with peer support: 0,,China,metric tons,165833.33333333334,47.62,0.767,Based on industry reports and data from the International Chromium Development Association (ICDA). China is a major producer but specific figures are difficult to obtain.
Solar Panel,aluminum frame,0.9,Consensus among two agents with a confidence score of 0.90. Provides structural integrity to the panel.,"Anodizing agents (e.g., chromic acid)",0.7,Round 3 refinement with peer support: 0,,India,metric tons,37466.666666666664,14.64,0.7,Reports from local industry associations and Chinese import statistics; reliable but estimates vary slightly.
Solar Panel,aluminum frame,0.9,Consensus among two agents with a confidence score of 0.90. Provides structural integrity to the panel.,"Anodizing agents (e.g., chromic acid)",0.7,Round 3 refinement with peer support: 0,,Japan,metric tons,20000.0,7.62,0.75,"Japan has a robust industrial sector with detailed reporting from its chemical industry, per JAMA (Japanese Association of Metal and Minerals) data."
Solar Panel,aluminum frame,0.9,Consensus among two agents with a confidence score of 0.90. Provides structural integrity to the panel.,"Anodizing agents (e.g., chromic acid)",0.7,Round 3 refinement with peer support: 0,,South Korea,metric tons,21250.0,7.26,0.693,Korean companies produce anodizing agents to support their manufacturing sector; industry reports and company data.
Solar Panel,aluminum frame,0.9,Consensus among two agents with a confidence score of 0.90. Provides structural integrity to the panel.,"Anodizing agents (e.g., chromic acid)",0.7,Round 3 refinement with peer support: 0,,United States,metric tons,58500.0,13.0,0.775,Third largest producer with well-documented operations; data from USGS and industry associations.
Solar Panel,encapsulation material (eva),0.0,,Ethylene-vinyl acetate copolymer (EVA),0.7,Round 3 refinement with peer support: 0,,China,metric tons,533206.6666666666,27.33,0.8,Industry reports from 2023.
Solar Panel,encapsulation material (eva),0.0,,Ethylene-vinyl acetate copolymer (EVA),0.7,Round 3 refinement with peer support: 0,,Japan,metric tons,354983.3333333333,20.33,0.817,Data from Japanese chemical industry reports.
Solar Panel,encapsulation material (eva),0.0,,Ethylene-vinyl acetate copolymer (EVA),0.7,Round 3 refinement with peer support: 0,,South Korea,metric tons,268266.6666666667,19.33,0.817,Major petrochemical companies in South Korea are significant producers.
Solar Panel,encapsulation material (eva),0.0,,Ethylene-vinyl acetate copolymer (EVA),0.7,Round 3 refinement with peer support: 0,,United States,metric tons,212016.66666666666,13.0,0.76,Data from American petrochemical industry.
Solar Panel,encapsulation material (eva),0.0,,Ethylene-vinyl acetate copolymer (EVA),0.7,Round 3 refinement with peer support: 0,,Germany,metric tons,146433.33333333334,11.0,0.733,Major players in the petrochemical sector like BASF and Evonik operate significant EVA capacity.
Solar Panel,encapsulation material (eva),0.0,,Ethylene-vinyl acetate copolymer,0.7,Round 3 refinement with peer support: 0,,China,tons,1290000.0,35.5,0.7,Multi-agent debate consensus
Solar Panel,encapsulation material (eva),0.0,,Ethylene-vinyl acetate copolymer,0.7,Round 3 refinement with peer support: 0,,Japan,tons,770000.0,20.0,0.625,Multi-agent debate consensus
Solar Panel,encapsulation material (eva),0.0,,Ethylene-vinyl acetate copolymer,0.7,Round 3 refinement with peer support: 0,,South Korea,tons,410000.0,10.5,0.675,Multi-agent debate consensus
Solar Panel,encapsulation material (eva),0.0,,Ethylene-vinyl acetate copolymer,0.7,Round 3 refinement with peer support: 0,,Germany,tons,255000.0,6.0,0.575,Multi-agent debate consensus
Solar Panel,encapsulation material (eva),0.0,,Ethylene-vinyl acetate copolymer,0.7,Round 3 refinement with peer support: 0,,中国,metric tons,2730000.0,45.0,0.85,中国是主要的化工生产和消费者，其制造业非常发达。
Solar Panel,encapsulation material (eva),0.0,,"Additives (uv stabilizers, anti-oxidents)",0.7,Round 3 refinement with peer support: 0,,China,metric tons,112666.66666666667,46.17,0.817,"China is the largest manufacturer of additives due to its large chemical industry, well-documented production volumes from sector reports."
Solar Panel,encapsulation material (eva),0.0,,"Additives (uv stabilizers, anti-oxidents)",0.7,Round 3 refinement with peer support: 0,,India,metric tons,32666.666666666668,18.9,0.8,Significant producer with large-scale manufacturing; reliable production figures
Solar Panel,encapsulation material (eva),0.0,,"Additives (uv stabilizers, anti-oxidents)",0.7,Round 3 refinement with peer support: 0,,Germany,metric tons,31933.333333333332,11.97,0.783,Major industrial producer with comprehensive reporting; industry association data
Solar Panel,encapsulation material (eva),0.0,,"Additives (uv stabilizers, anti-oxidents)",0.7,Round 3 refinement with peer support: 0,,Japan,metric tons,25400.0,10.03,0.767,Advanced in production technology; data from authoritative sources
Solar Panel,encapsulation material (eva),0.0,,"Additives (uv stabilizers, anti-oxidents)",0.7,Round 3 refinement with peer support: 0,,France,metric tons,9000.0,3.4,0.69,"France’s chemical production is reported by Eurostat, with an estimated share based on consistent data."
Solar Panel,encapsulation material (eva),0.0,,Vinetex,0.7,Round 3 refinement with peer support: 0,,China,metric tons,626000.0,47.33,0.89,Dominate production and refining based on USGS 2024 data; very reliable statistics.
Solar Panel,encapsulation material (eva),0.0,,Vinetex,0.7,Round 3 refinement with peer support: 0,,India,metric tons,415000.0,19.0,0.825,Data from Indian mining associations and reliable industry sources.
Solar Panel,encapsulation material (eva),0.0,,Vinetex,0.7,Round 3 refinement with peer support: 0,,Brazil,metric tons,117174.66666666667,8.91,0.777,Notable producer with declining output but reliable operational data from state ministries.
Solar Panel,encapsulation material (eva),0.0,,Vinetex,0.7,Round 3 refinement with peer support: 0,,Australia,metric tons,258500.0,18.0,0.85,Second largest producer with well-documented mining operations; USGS verified.
Solar Panel,encapsulation material (eva),0.0,,Vinetex,0.7,Round 3 refinement with peer support: 0,,Indonesia,metric tons,105000.0,4.5,0.775,Reports from the Indonesian government; stable and reliable reporting.
Solar Panel,backsheet,0.82,Strong agreement among three agents with a collective confidence level of 0.82. Protects the rear side of solar cells from damage.,Polyethylene terephthalate (PET) with EVA coating,0.7,Round 3 refinement with peer support: 0,,China,metric tons,171700000.0,40.43,0.867,Multi-agent debate consensus
Solar Panel,backsheet,0.82,Strong agreement among three agents with a collective confidence level of 0.82. Protects the rear side of solar cells from damage.,Polyethylene terephthalate (PET) with EVA coating,0.7,Round 3 refinement with peer support: 0,,Japan,metric tons,41733333.333333336,12.37,0.807,Multi-agent debate consensus
Solar Panel,backsheet,0.82,Strong agreement among three agents with a collective confidence level of 0.82. Protects the rear side of solar cells from damage.,Polyethylene terephthalate (PET) with EVA coating,0.7,Round 3 refinement with peer support: 0,,Saudi Arabia,metric tons,50453333.333333336,6.67,0.783,Multi-agent debate consensus
Solar Panel,backsheet,0.82,Strong agreement among three agents with a collective confidence level of 0.82. Protects the rear side of solar cells from damage.,Polyethylene terephthalate (PET) with EVA coating,0.7,Round 3 refinement with peer support: 0,,South Korea,metric tons,151300000.0,21.05,0.8,Multi-agent debate consensus
Solar Panel,backsheet,0.82,Strong agreement among three agents with a collective confidence level of 0.82. Protects the rear side of solar cells from damage.,Polyethylene terephthalate (PET) with EVA coating,0.7,Round 3 refinement with peer support: 0,,Germany,metric tons,12220000.0,4.3,0.717,Multi-agent debate consensus
Solar Panel,backsheet,0.82,Strong agreement among three agents with a collective confidence level of 0.82. Protects the rear side of solar cells from damage.,Polyester film,0.7,Round 3 refinement with peer support: 0,,China,metric tons,610000.0,40.0,0.85,"Largest producer in the world, with significant production concentration."
Solar Panel,backsheet,0.82,Strong agreement among three agents with a collective confidence level of 0.82. Protects the rear side of solar cells from damage.,Polyester film,0.7,Round 3 refinement with peer support: 0,,Japan,metric tons,185000.0,12.5,0.8,Diversified and technologically advanced polyester film sector.
Solar Panel,backsheet,0.82,Strong agreement among three agents with a collective confidence level of 0.82. Protects the rear side of solar cells from damage.,Polyester film,0.7,Round 3 refinement with peer support: 0,,South Korea,metric tons,197500.0,12.5,0.75,"Strong industry, second-largest producer globally."
Solar Panel,backsheet,0.82,Strong agreement among three agents with a collective confidence level of 0.82. Protects the rear side of solar cells from damage.,Polyester film,0.7,Round 3 refinement with peer support: 0,,United States,metric tons,137500.0,9.5,0.775,Information from the US Plastics News; the U.S. has several polyester film manufacturing plants.
