technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
Smartphone,Lithium-ion Battery Pack,0.95,Unanimous support and high confidence; essential for device power.,Copper,0.9,"Used as anode current collector and internal wiring, essential for electrical conduction.",740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Unanimous support and high confidence; essential for device power.,Copper,0.9,"Used as anode current collector and internal wiring, essential for electrical conduction.",740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Unanimous support and high confidence; essential for device power.,Copper,0.9,"Used as anode current collector and internal wiring, essential for electrical conduction.",740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Unanimous support and high confidence; essential for device power.,Copper,0.9,"Used as anode current collector and internal wiring, essential for electrical conduction.",740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Unanimous support and high confidence; essential for device power.,Aluminum,0.85,"Cathode current collector and casing, industry standard material with good balance of properties.",280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Unanimous support and high confidence; essential for device power.,Aluminum,0.85,"Cathode current collector and casing, industry standard material with good balance of properties.",280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Unanimous support and high confidence; essential for device power.,Aluminum,0.85,"Cathode current collector and casing, industry standard material with good balance of properties.",280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Unanimous support and high confidence; essential for device power.,Aluminum,0.85,"Cathode current collector and casing, industry standard material with good balance of properties.",280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Unanimous support and high confidence; essential for device power.,Aluminum,0.85,"Cathode current collector and casing, industry standard material with good balance of properties.",280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Unanimous support and high confidence; essential for device power.,Graphite,0.9,"Anode material critical for lithium intercalation, universal in commercial lithium-ion batteries.",380110,CHINA,METRIC TONS,1230000.0,76.88,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Unanimous support and high confidence; essential for device power.,Graphite,0.9,"Anode material critical for lithium intercalation, universal in commercial lithium-ion batteries.",380110,MADAGASCAR,METRIC TONS,100000.0,6.25,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Unanimous support and high confidence; essential for device power.,Graphite,0.9,"Anode material critical for lithium intercalation, universal in commercial lithium-ion batteries.",380110,MOZAMBIQUE,METRIC TONS,96000.0,6.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Unanimous support and high confidence; essential for device power.,Graphite,0.9,"Anode material critical for lithium intercalation, universal in commercial lithium-ion batteries.",380110,BRAZIL,METRIC TONS,73000.0,4.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Lithium-ion Battery Pack,0.95,Unanimous support and high confidence; essential for device power.,Graphite,0.9,"Anode material critical for lithium intercalation, universal in commercial lithium-ion batteries.",380110,"KOREA, REPUBLIC OF",METRIC TONS,27000.0,1.69,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Silicon,0.95,"Photodetector semiconductor material essential for image capture, universally used.",280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Silicon,0.95,"Photodetector semiconductor material essential for image capture, universally used.",280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Silicon,0.95,"Photodetector semiconductor material essential for image capture, universally used.",280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Silicon,0.95,"Photodetector semiconductor material essential for image capture, universally used.",280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Silicon,0.95,"Photodetector semiconductor material essential for image capture, universally used.",280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Glass,0.9,"Lens and protective covering material, essential for optical clarity and durability.",700800,China,metric tons,0.0,63.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Glass,0.9,"Lens and protective covering material, essential for optical clarity and durability.",700800,United States,metric tons,0.0,12.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Glass,0.9,"Lens and protective covering material, essential for optical clarity and durability.",700800,Germany,metric tons,0.0,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Glass,0.9,"Lens and protective covering material, essential for optical clarity and durability.",700800,India,metric tons,0.0,6.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Glass,0.9,"Lens and protective covering material, essential for optical clarity and durability.",700800,Japan,metric tons,0.0,5.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Copper,0.75,Used for electrical wiring and connectors; alternatives exist but copper is standard.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Copper,0.75,Used for electrical wiring and connectors; alternatives exist but copper is standard.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Copper,0.75,Used for electrical wiring and connectors; alternatives exist but copper is standard.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Copper,0.75,Used for electrical wiring and connectors; alternatives exist but copper is standard.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Copper,0.75,Used for electrical wiring and connectors; alternatives exist but copper is standard.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Aluminum,0.7,Used in housing and heat dissipation components; alternatives exist but aluminum is prevalent.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Aluminum,0.7,Used in housing and heat dissipation components; alternatives exist but aluminum is prevalent.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Aluminum,0.7,Used in housing and heat dissipation components; alternatives exist but aluminum is prevalent.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Aluminum,0.7,Used in housing and heat dissipation components; alternatives exist but aluminum is prevalent.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Camera Device,0.91,Strong consensus and high confidence; vital for device functionality for photography and video.,Aluminum,0.7,Used in housing and heat dissipation components; alternatives exist but aluminum is prevalent.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Silicon,0.95,"Primary semiconductor material for ICs and chips, absolutely essential.",280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Silicon,0.95,"Primary semiconductor material for ICs and chips, absolutely essential.",280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Silicon,0.95,"Primary semiconductor material for ICs and chips, absolutely essential.",280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Silicon,0.95,"Primary semiconductor material for ICs and chips, absolutely essential.",280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Silicon,0.95,"Primary semiconductor material for ICs and chips, absolutely essential.",280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Copper,0.9,"Used in printed circuit traces for electrical conduction, industry standard.",740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Copper,0.9,"Used in printed circuit traces for electrical conduction, industry standard.",740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Copper,0.9,"Used in printed circuit traces for electrical conduction, industry standard.",740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Copper,0.9,"Used in printed circuit traces for electrical conduction, industry standard.",740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Copper,0.9,"Used in printed circuit traces for electrical conduction, industry standard.",740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Gold,0.75,Used for plating contacts and wire bonding for corrosion resistance; precious but key material.,710812,OTHER,METRIC TONS,700.0,23.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Gold,0.75,Used for plating contacts and wire bonding for corrosion resistance; precious but key material.,710812,CHINA,METRIC TONS,370.0,12.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Gold,0.75,Used for plating contacts and wire bonding for corrosion resistance; precious but key material.,710812,AUSTRALIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Gold,0.75,Used for plating contacts and wire bonding for corrosion resistance; precious but key material.,710812,RUSSIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Gold,0.75,Used for plating contacts and wire bonding for corrosion resistance; precious but key material.,710812,CANADA,METRIC TONS,200.0,6.67,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Tin,0.8,"Soldering material, essential for component mounting though some lead-free alternatives vary.",800110,CHINA,METRIC TONS,68000.0,23.45,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Tin,0.8,"Soldering material, essential for component mounting though some lead-free alternatives vary.",800110,BURMA,METRIC TONS,54000.0,18.62,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Tin,0.8,"Soldering material, essential for component mounting though some lead-free alternatives vary.",800110,INDONESIA,METRIC TONS,52000.0,17.93,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Tin,0.8,"Soldering material, essential for component mounting though some lead-free alternatives vary.",800110,PERU,METRIC TONS,23000.0,7.93,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Tin,0.8,"Soldering material, essential for component mounting though some lead-free alternatives vary.",800110,CONGO,METRIC TONS,19000.0,6.55,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Aluminum,0.65,Used in heat sinks and some conductor parts; alternatives exist but commonly found.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Aluminum,0.65,Used in heat sinks and some conductor parts; alternatives exist but commonly found.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Aluminum,0.65,Used in heat sinks and some conductor parts; alternatives exist but commonly found.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Aluminum,0.65,Used in heat sinks and some conductor parts; alternatives exist but commonly found.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Aluminum,0.65,Used in heat sinks and some conductor parts; alternatives exist but commonly found.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Motherboard Assembly,0.91,Supported by multiple agents with consistent confidence; central to device electronics and integration.,Epoxy resins,0.85,"Used as substrate and insulating material in printed circuit boards, standard polymer.",390730,Germany,metric tons,0.0,30.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Epoxy resins
