technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
Smartphone,Display Module (OLED touchscreen),0.95,"Essential user interface component, universally present as a separate procured assembly from specialized display manufacturers like Samsung Display or BOE",Aluminum,0.7,"Used in cathode electrodes and conductive layers, standard material but other conductors can substitute in some designs.",280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Display Module (OLED touchscreen),0.95,"Essential user interface component, universally present as a separate procured assembly from specialized display manufacturers like Samsung Display or BOE",Polyimide,0.8,"Flexible substrate material for OLED layers and protective coatings, commonly used in smartphone display construction.",390999,United States,metric tons,104520.0,21.67,0.717,LLM fallback cache (previously computed) - no USGS data available for Polyimide
Smartphone,Display Module (OLED touchscreen),0.95,"Essential user interface component, universally present as a separate procured assembly from specialized display manufacturers like Samsung Display or BOE",Polyimide,0.8,"Flexible substrate material for OLED layers and protective coatings, commonly used in smartphone display construction.",390999,Japan,metric tons,93126.66666666667,21.67,0.75,LLM fallback cache (previously computed) - no USGS data available for Polyimide
Smartphone,Display Module (OLED touchscreen),0.95,"Essential user interface component, universally present as a separate procured assembly from specialized display manufacturers like Samsung Display or BOE",Polyimide,0.8,"Flexible substrate material for OLED layers and protective coatings, commonly used in smartphone display construction.",390999,South Korea,metric tons,70893.33333333333,21.0,0.733,LLM fallback cache (previously computed) - no USGS data available for Polyimide
Smartphone,Display Module (OLED touchscreen),0.95,"Essential user interface component, universally present as a separate procured assembly from specialized display manufacturers like Samsung Display or BOE",Polyimide,0.8,"Flexible substrate material for OLED layers and protective coatings, commonly used in smartphone display construction.",390999,Germany,metric tons,36760.0,10.0,0.7,LLM fallback cache (previously computed) - no USGS data available for Polyimide
Smartphone,Display Module (OLED touchscreen),0.95,"Essential user interface component, universally present as a separate procured assembly from specialized display manufacturers like Samsung Display or BOE",Polyimide,0.8,"Flexible substrate material for OLED layers and protective coatings, commonly used in smartphone display construction.",390999,Taiwan,metric tons,27226.666666666668,8.67,0.7,LLM fallback cache (previously computed) - no USGS data available for Polyimide
Smartphone,Display Module (OLED touchscreen),0.95,"Essential user interface component, universally present as a separate procured assembly from specialized display manufacturers like Samsung Display or BOE",Carbon,0.65,"Used in organic compounds for OLED emissive layers, essential for light generation but represented as base carbon material.",280300,China,metric tons,40466666.666666664,59.07,0.88,LLM fallback cache (previously computed) - no USGS data available for Carbon
Smartphone,Display Module (OLED touchscreen),0.95,"Essential user interface component, universally present as a separate procured assembly from specialized display manufacturers like Samsung Display or BOE",Carbon,0.65,"Used in organic compounds for OLED emissive layers, essential for light generation but represented as base carbon material.",280300,United States,metric tons,9226666.666666666,11.53,0.81,LLM fallback cache (previously computed) - no USGS data available for Carbon
Smartphone,Display Module (OLED touchscreen),0.95,"Essential user interface component, universally present as a separate procured assembly from specialized display manufacturers like Samsung Display or BOE",Carbon,0.65,"Used in organic compounds for OLED emissive layers, essential for light generation but represented as base carbon material.",280300,India,metric tons,5848000.0,6.1,0.775,LLM fallback cache (previously computed) - no USGS data available for Carbon
Smartphone,Display Module (OLED touchscreen),0.95,"Essential user interface component, universally present as a separate procured assembly from specialized display manufacturers like Samsung Display or BOE",Carbon,0.65,"Used in organic compounds for OLED emissive layers, essential for light generation but represented as base carbon material.",280300,Russia,metric tons,8112000.0,6.35,0.8,LLM fallback cache (previously computed) - no USGS data available for Carbon
Smartphone,Display Module (OLED touchscreen),0.95,"Essential user interface component, universally present as a separate procured assembly from specialized display manufacturers like Samsung Display or BOE",Carbon,0.65,"Used in organic compounds for OLED emissive layers, essential for light generation but represented as base carbon material.",280300,Brazil,metric tons,3734000.0,3.35,0.75,LLM fallback cache (previously computed) - no USGS data available for Carbon
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Lithium,0.98,"Primary energy storage element in lithium-ion chemistry, absolutely essential for battery function with no viable alternatives at commercial scale.",280520,AUSTRALIA,METRIC TONS,86000.0,47.78,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Lithium,0.98,"Primary energy storage element in lithium-ion chemistry, absolutely essential for battery function with no viable alternatives at commercial scale.",280520,CHILE,METRIC TONS,44000.0,24.44,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Lithium,0.98,"Primary energy storage element in lithium-ion chemistry, absolutely essential for battery function with no viable alternatives at commercial scale.",280520,CHINA,METRIC TONS,33000.0,18.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Lithium,0.98,"Primary energy storage element in lithium-ion chemistry, absolutely essential for battery function with no viable alternatives at commercial scale.",280520,ARGENTINA,METRIC TONS,9600.0,5.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Lithium,0.98,"Primary energy storage element in lithium-ion chemistry, absolutely essential for battery function with no viable alternatives at commercial scale.",280520,BRAZIL,METRIC TONS,4900.0,2.72,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Cobalt,0.85,"Cathode material providing high energy density and stability in NMC chemistry, industry standard though LFP alternatives are emerging.",810510,CONGO,METRIC TONS,170000.0,73.91,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Cobalt,0.85,"Cathode material providing high energy density and stability in NMC chemistry, industry standard though LFP alternatives are emerging.",810510,INDONESIA,METRIC TONS,17000.0,7.39,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Cobalt,0.85,"Cathode material providing high energy density and stability in NMC chemistry, industry standard though LFP alternatives are emerging.",810510,RUSSIA,METRIC TONS,8800.0,3.83,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Cobalt,0.85,"Cathode material providing high energy density and stability in NMC chemistry, industry standard though LFP alternatives are emerging.",810510,OTHER,METRIC TONS,6600.0,2.87,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Cobalt,0.85,"Cathode material providing high energy density and stability in NMC chemistry, industry standard though LFP alternatives are emerging.",810510,AUSTRALIA,METRIC TONS,4600.0,2.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Nickel,0.8,"Cathode material enabling high energy density in NMC and NCA chemistries, commonly used but ratio varies by battery design.",750110,INDONESIA,METRIC TONS,1800000.0,50.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Nickel,0.8,"Cathode material enabling high energy density in NMC and NCA chemistries, commonly used but ratio varies by battery design.",750110,PHILIPPINES,METRIC TONS,400000.0,11.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Nickel,0.8,"Cathode material enabling high energy density in NMC and NCA chemistries, commonly used but ratio varies by battery design.",750110,OTHER,METRIC TONS,380000.0,10.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Nickel,0.8,"Cathode material enabling high energy density in NMC and NCA chemistries, commonly used but ratio varies by battery design.",750110,NEW CALEDONIA,METRIC TONS,230000.0,6.39,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Nickel,0.8,"Cathode material enabling high energy density in NMC and NCA chemistries, commonly used but ratio varies by battery design.",750110,RUSSIA,METRIC TONS,200000.0,5.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Copper,0.92,"Essential electrical conductor for current collectors and internal wiring, universally used across all lithium-ion battery designs.",740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Copper,0.92,"Essential electrical conductor for current collectors and internal wiring, universally used across all lithium-ion battery designs.",740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Copper,0.92,"Essential electrical conductor for current collectors and internal wiring, universally used across all lithium-ion battery designs.",740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Copper,0.92,"Essential electrical conductor for current collectors and internal wiring, universally used across all lithium-ion battery designs.",740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Copper,0.92,"Essential electrical conductor for current collectors and internal wiring, universally used across all lithium-ion battery designs.",740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Aluminum,0.88,"Casing material and cathode current collector, industry standard for battery housings though some designs use steel.",280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Aluminum,0.88,"Casing material and cathode current collector, industry standard for battery housings though some designs use steel.",280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Aluminum,0.88,"Casing material and cathode current collector, industry standard for battery housings though some designs use steel.",280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Aluminum,0.88,"Casing material and cathode current collector, industry standard for battery housings though some designs use steel.",280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Aluminum,0.88,"Casing material and cathode current collector, industry standard for battery housings though some designs use steel.",280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Graphite,0.9,"Anode material critical for lithium intercalation, universally used in commercial lithium-ion batteries for smartphones.",380110,CHINA,METRIC TONS,1230000.0,76.88,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Graphite,0.9,"Anode material critical for lithium intercalation, universally used in commercial lithium-ion batteries for smartphones.",380110,MADAGASCAR,METRIC TONS,100000.0,6.25,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Graphite,0.9,"Anode material critical for lithium intercalation, universally used in commercial lithium-ion batteries for smartphones.",380110,MOZAMBIQUE,METRIC TONS,96000.0,6.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Graphite,0.9,"Anode material critical for lithium intercalation, universally used in commercial lithium-ion batteries for smartphones.",380110,BRAZIL,METRIC TONS,73000.0,4.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Battery Pack (Lithium-ion),0.95,"Critical portable power source, always manufactured as a distinct replaceable component with dedicated supply chain from battery manufacturers",Graphite,0.9,"Anode material critical for lithium intercalation, universally used in commercial lithium-ion batteries for smartphones.",380110,"KOREA, REPUBLIC OF",METRIC TONS,27000.0,1.69,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main Circuit Board (PCB with SoC),0.93,"Core electronics platform containing processor, memory, and connectivity chips, procured as complete assembly though specific design varies by manufacturer",Silicon,0.98,"Core semiconductor material for SoC fabrication, absolutely essential for processor and memory chip functionality.",280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main Circuit Board (PCB with SoC),0.93,"Core electronics platform containing processor, memory, and connectivity chips, procured as complete assembly though specific design varies by manufacturer",Silicon,0.98,"Core semiconductor material for SoC fabrication, absolutely essential for processor and memory chip functionality.",280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main Circuit Board (PCB with SoC),0.93,"Core electronics platform containing processor, memory, and connectivity chips, procured as complete assembly though specific design varies by manufacturer",Silicon,0.98,"Core semiconductor material for SoC fabrication, absolutely essential for processor and memory chip functionality.",280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main Circuit Board (PCB with SoC),0.93,"Core electronics platform containing processor, memory, and connectivity chips, procured as complete assembly though specific design varies by manufacturer",Silicon,0.98,"Core semiconductor material for SoC fabrication, absolutely essential for processor and memory chip functionality.",280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main Circuit Board (PCB with SoC),0.93,"Core electronics platform containing processor, memory, and connectivity chips, procured as complete assembly though specific design varies by manufacturer",Silicon,0.98,"Core semiconductor material for SoC fabrication, absolutely essential for processor and memory chip functionality.",280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main Circuit Board (PCB with SoC),0.93,"Core electronics platform containing processor, memory, and connectivity chips, procured as complete assembly though specific design varies by manufacturer",Copper,0.95,"Primary conductor for PCB traces and electrical connections, universal standard for circuit board manufacturing.",740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main Circuit Board (PCB with SoC),0.93,"Core electronics platform containing processor, memory, and connectivity chips, procured as complete assembly though specific design varies by manufacturer",Copper,0.95,"Primary conductor for PCB traces and electrical connections, universal standard for circuit board manufacturing.",740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main Circuit Board (PCB with SoC),0.93,"Core electronics platform containing processor, memory, and connectivity chips, procured as complete assembly though specific design varies by manufacturer",Copper,0.95,"Primary conductor for PCB traces and electrical connections, universal standard for circuit board manufacturing.",740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main Circuit Board (PCB with SoC),0.93,"Core electronics platform containing processor, memory, and connectivity chips, procured as complete assembly though specific design varies by manufacturer",Copper,0.95,"Primary conductor for PCB traces and electrical connections, universal standard for circuit board manufacturing.",740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main Circuit Board (PCB with SoC),0.93,"Core electronics platform containing processor, memory, and connectivity chips, procured as complete assembly though specific design varies by manufacturer",Copper,0.95,"Primary conductor for PCB traces and electrical connections, universal standard for circuit board manufacturing.",740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main Circuit Board (PCB with SoC),0.93,"Core electronics platform containing processor, memory, and connectivity chips, procured as complete assembly though specific design varies by manufacturer",Gold,0.85,"Contact plating for connectors and critical connections due to corrosion resistance, industry standard for high-reliability contacts.",710812,OTHER,METRIC TONS,700.0,23.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main Circuit Board (PCB with SoC),0.93,"Core electronics platform containing processor, memory, and connectivity chips, procured as complete assembly though specific design varies by manufacturer",Gold,0.85,"Contact plating for connectors and critical connections due to corrosion resistance, industry standard for high-reliability contacts.",710812,CHINA,METRIC TONS,370.0,12.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main Circuit Board (PCB with SoC),0.93,"Core electronics platform containing processor, memory, and connectivity chips, procured as complete assembly though specific design varies by manufacturer",Gold,0.85,"Contact plating for connectors and critical connections due to corrosion resistance, industry standard for high-reliability contacts.",710812,AUSTRALIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Main Circuit Board (PCB with SoC),0.93,"Core electronics platform containing processor, memory, and connectivity chips, procured as complete assembly though specific design varies by manufacturer",Gold,0.85,"Contact plating for connectors and critical connections due to corrosion resistance, industry standard for high-reliability contacts.",710812,RUSSIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
